space_time_id,pop,rwi,error,wealth_usd,wealth_cfa,usd_to_cfa
2022_2_17_1.5666_13.6046,72.75462678664903,-0.592,0.279,22990,37,0.0016
2022_2_17_1.5666_13.6046,126.724368896423,-0.592,0.279,40044,64,0.0016
2022_2_17_1.5666_13.6046,104.93215685145152,-0.592,0.279,33158,53,0.0016
2022_2_17_1.5666_13.6046,53.6750745099383,-0.677,0.271,11271,18,0.0016
2022_2_17_1.5666_13.6046,46.828553064914814,-0.677,0.271,9833,16,0.0016
2022_2_17_1.5666_13.6046,39.2798077457459,-0.78,0.271,8248,13,0.0016
2022_2_17_1.5666_13.6046,34.556472490720616,-0.78,0.271,7256,12,0.0016
2022_2_17_1.5666_13.6046,32.74347839631471,-0.78,0.271,6876,11,0.0016
2022_2_17_1.5666_13.6046,25.16852194473984,-0.62,0.295,5285,8,0.0016
2022_2_17_1.5666_13.6046,23.0055325385877,-0.62,0.295,4831,8,0.0016
2022_2_17_1.5666_13.6046,21.45791883663924,-0.62,0.295,4506,7,0.0016
2022_2_17_1.5666_13.6046,14.307155108764372,-0.391,0.294,4521,7,0.0016
2022_2_17_1.5666_13.6046,2.241238804660026,-0.391,0.294,708,1,0.0016
2022_2_17_1.5666_13.6046,19.502296274412576,-0.657,0.271,4095,7,0.0016
2022_2_17_1.5666_13.6046,120.27088971188176,-0.657,0.271,25256,40,0.0016
2022_2_17_1.5666_13.6046,109.98799973015112,-0.592,0.279,34756,56,0.0016
2022_2_17_1.5666_13.6046,77.3434091410468,-0.592,0.279,24440,39,0.0016
2022_2_17_1.5666_13.6046,48.924094126098986,-0.592,0.279,15460,25,0.0016
2022_2_17_1.5666_13.6046,40.29571697438796,-0.677,0.271,8462,14,0.0016
2022_2_17_1.5666_13.6046,33.10361040059347,-0.677,0.271,6951,11,0.0016
2022_2_17_1.5666_13.6046,31.710966063426973,-0.78,0.271,6659,11,0.0016
2022_2_17_1.5666_13.6046,29.32928346243112,-0.78,0.271,6159,10,0.0016
2022_2_17_1.5666_13.6046,25.46102479875229,-0.78,0.271,5346,9,0.0016
2022_2_17_1.5666_13.6046,19.646680382110937,-0.62,0.295,4125,7,0.0016
2022_2_17_1.5666_13.6046,18.486404140085224,-0.62,0.295,3882,6,0.0016
2022_2_17_1.5666_13.6046,16.520581339302492,-0.62,0.295,3469,6,0.0016
2022_2_17_1.5666_13.6046,17.24346338488177,-0.391,0.294,5448,9,0.0016
2022_2_17_1.5666_13.6046,15.03083019574087,-0.391,0.294,4749,8,0.0016
2022_2_17_1.5666_13.6046,3.672052162516921,-0.241,0.27,1160,2,0.0016
2022_2_17_1.5666_13.6046,15.740584962897351,-0.657,0.271,3305,5,0.0016
2022_2_17_1.5666_13.6046,108.95312938047174,-0.657,0.271,22880,37,0.0016
2022_2_17_1.5666_13.6046,89.18462574070924,-0.657,0.271,18728,30,0.0016
2022_2_17_1.5666_13.6046,59.344008028867,-1.116,0.271,12462,20,0.0016
2022_2_17_1.5666_13.6046,37.84977847368731,-1.116,0.271,7948,13,0.0016
2022_2_17_1.5666_13.6046,29.689628892401178,-1.116,0.271,6234,10,0.0016
2022_2_17_1.5666_13.6046,23.367760502018463,-0.677,0.271,4907,8,0.0016
2022_2_17_1.5666_13.6046,21.613216907003377,-0.677,0.271,4538,7,0.0016
2022_2_17_1.5666_13.6046,21.72692557915837,-0.577,0.286,6865,11,0.0016
2022_2_17_1.5666_13.6046,20.30844215730711,-0.577,0.286,6417,10,0.0016
2022_2_17_1.5666_13.6046,16.688789854434233,-0.577,0.286,5273,8,0.0016
2022_2_17_1.5666_13.6046,14.470205553456914,-0.087,0.27,6005,10,0.0016
2022_2_17_1.5666_13.6046,13.631676730940592,-0.087,0.27,5657,9,0.0016
2022_2_17_1.5666_13.6046,12.79316986773214,-0.087,0.27,5309,8,0.0016
2022_2_17_1.5666_13.6046,13.817874766054382,-0.553,0.27,4366,7,0.0016
2022_2_17_1.5666_13.6046,13.218783474894362,-0.553,0.27,4177,7,0.0016
2022_2_17_1.5666_13.6046,12.563334985650467,-0.68,0.27,2638,4,0.0016
2022_2_17_1.5666_13.6046,3.575870750666697,-0.68,0.27,750,1,0.0016
2022_2_17_1.5666_13.6046,87.24840316335485,-0.657,0.271,18322,29,0.0016
2022_2_17_1.5666_13.6046,104.51848771924288,-0.657,0.271,21948,35,0.0016
2022_2_17_1.5666_13.6046,72.2554730027083,-0.657,0.271,15173,24,0.0016
2022_2_17_1.5666_13.6046,43.19360338867843,-1.116,0.271,9070,15,0.0016
2022_2_17_1.5666_13.6046,25.875254302795916,-1.116,0.271,5433,9,0.0016
2022_2_17_1.5666_13.6046,23.576983200648705,-1.116,0.271,4951,8,0.0016
2022_2_17_1.5666_13.6046,19.115928512942467,-1.116,0.271,4014,6,0.0016
2022_2_17_1.5666_13.6046,18.71468871540128,-0.577,0.286,5913,9,0.0016
2022_2_17_1.5666_13.6046,19.12878945583508,-0.577,0.286,6044,10,0.0016
2022_2_17_1.5666_13.6046,15.898640511668328,-0.577,0.286,5023,8,0.0016
2022_2_17_1.5666_13.6046,13.525398760739373,-0.577,0.286,4274,7,0.0016
2022_2_17_1.5666_13.6046,12.858062102214602,-0.087,0.27,5336,9,0.0016
2022_2_17_1.5666_13.6046,12.8581668275175,-0.087,0.27,5336,9,0.0016
2022_2_17_1.5666_13.6046,11.97334949638938,-0.087,0.27,4968,8,0.0016
2022_2_17_1.5666_13.6046,11.850042208222357,-0.553,0.27,3744,6,0.0016
2022_2_17_1.5666_13.6046,12.823441943884283,-0.553,0.27,4052,6,0.0016
2022_2_17_1.5666_13.6046,14.6561136376979,-0.68,0.27,3077,5,0.0016
2022_2_17_1.5666_13.6046,16.279178344569612,-0.68,0.27,3418,5,0.0016
2022_2_17_1.5666_13.6046,1.988444005009976,-0.68,0.27,417,1,0.0016
2022_2_17_1.5666_13.6046,76.83200489454028,-0.729,0.271,16134,26,0.0016
2022_2_17_1.5666_13.6046,35.544515783710814,-0.729,0.271,7464,12,0.0016
2022_2_17_1.5666_13.6046,25.2062925787095,-1.116,0.271,5293,8,0.0016
2022_2_17_1.5666_13.6046,23.51738983527213,-1.116,0.271,4938,8,0.0016
2022_2_17_1.5666_13.6046,21.093780583495608,-1.116,0.271,4429,7,0.0016
2022_2_17_1.5666_13.6046,18.03358052148769,-1.116,0.271,3787,6,0.0016
2022_2_17_1.5666_13.6046,19.11057803936339,-0.724,0.271,4013,6,0.0016
2022_2_17_1.5666_13.6046,18.960434283467613,-0.724,0.271,3981,6,0.0016
2022_2_17_1.5666_13.6046,15.415254958644828,-0.724,0.271,3237,5,0.0016
2022_2_17_1.5666_13.6046,13.840269052183933,-0.724,0.271,2906,5,0.0016
2022_2_17_1.5666_13.6046,12.739495507447195,-0.087,0.27,5286,8,0.0016
2022_2_17_1.5666_13.6046,13.222026480492875,-0.087,0.27,5487,9,0.0016
2022_2_17_1.5666_13.6046,13.619143472619829,-0.087,0.27,5651,9,0.0016
2022_2_17_1.5666_13.6046,12.355635932635478,-0.172,0.324,5127,8,0.0016
2022_2_17_1.5666_13.6046,14.60007834255289,-0.172,0.324,6059,10,0.0016
2022_2_17_1.5666_13.6046,19.899403659462703,-0.302,0.27,6288,10,0.0016
2022_2_17_1.5666_13.6046,21.28970963830531,-0.302,0.27,6727,11,0.0016
2022_2_17_1.5666_13.6046,13.81692012185894,-0.302,0.27,4366,7,0.0016
2022_2_17_1.5666_13.6046,51.43198438923132,-0.729,0.271,10800,17,0.0016
2022_2_17_1.5666_13.6046,31.130404610816008,-0.729,0.271,6537,10,0.0016
2022_2_17_1.5666_13.6046,24.34729197730877,-0.729,0.271,5112,8,0.0016
2022_2_17_1.5666_13.6046,20.69255422243187,-1.116,0.271,4345,7,0.0016
2022_2_17_1.5666_13.6046,16.922925721343017,-1.116,0.271,3553,6,0.0016
2022_2_17_1.5666_13.6046,19.048268561883447,-0.42,0.312,6019,10,0.0016
2022_2_17_1.5666_13.6046,20.090900859233635,-0.724,0.271,4219,7,0.0016
2022_2_17_1.5666_13.6046,17.711216798813716,-0.724,0.271,3719,6,0.0016
2022_2_17_1.5666_13.6046,16.999515048155466,-0.724,0.271,3569,6,0.0016
2022_2_17_1.5666_13.6046,16.25325976580777,-0.724,0.271,3413,5,0.0016
2022_2_17_1.5666_13.6046,13.759450920005529,-0.724,0.271,2889,5,0.0016
2022_2_17_1.5666_13.6046,12.608433898736166,-0.087,0.27,5232,8,0.0016
2022_2_17_1.5666_13.6046,13.172996854472633,-0.172,0.324,5466,9,0.0016
2022_2_17_1.5666_13.6046,13.935592352984813,-0.172,0.324,5783,9,0.0016
2022_2_17_1.5666_13.6046,18.39395560288085,-0.172,0.324,7633,12,0.0016
2022_2_17_1.5666_13.6046,24.037933319694023,-0.302,0.27,7595,12,0.0016
2022_2_17_1.5666_13.6046,24.17712537658838,-0.302,0.27,7639,12,0.0016
2022_2_17_1.5666_13.6046,23.994876834821586,-0.302,0.27,7582,12,0.0016
2022_2_17_1.5666_13.6046,3.327591319363635,-0.88,0.269,698,1,0.0016
2022_2_17_1.5666_13.6046,107.4624962445811,-0.729,0.271,22567,36,0.0016
2022_2_17_1.5666_13.6046,55.97460491422032,-0.729,0.271,11754,19,0.0016
2022_2_17_1.5666_13.6046,36.78637708018288,-0.729,0.271,7725,12,0.0016
2022_2_17_1.5666_13.6046,25.30194358888316,-0.729,0.271,5313,9,0.0016
2022_2_17_1.5666_13.6046,19.284537888139635,-0.369,0.271,6093,10,0.0016
2022_2_17_1.5666_13.6046,16.34088789891191,-0.369,0.271,5163,8,0.0016
2022_2_17_1.5666_13.6046,17.543343177548582,-0.42,0.312,5543,9,0.0016
2022_2_17_1.5666_13.6046,17.868891225011225,-0.42,0.312,5646,9,0.0016
2022_2_17_1.5666_13.6046,21.14097734728752,-0.724,0.271,4439,7,0.0016
2022_2_17_1.5666_13.6046,20.181357709415032,-0.724,0.271,4238,7,0.0016
2022_2_17_1.5666_13.6046,16.643324505921328,-0.724,0.271,3495,6,0.0016
2022_2_17_1.5666_13.6046,15.937484833142657,-0.666,0.27,3346,5,0.0016
2022_2_17_1.5666_13.6046,13.108715626129731,-0.666,0.27,2752,4,0.0016
2022_2_17_1.5666_13.6046,12.988537486929763,-0.172,0.324,5390,9,0.0016
2022_2_17_1.5666_13.6046,13.89411952342418,-0.172,0.324,5766,9,0.0016
2022_2_17_1.5666_13.6046,17.201728253952787,-0.172,0.324,7138,11,0.0016
2022_2_17_1.5666_13.6046,22.23491323222562,-0.302,0.27,7026,11,0.0016
2022_2_17_1.5666_13.6046,23.81775640570023,-0.302,0.27,7526,12,0.0016
2022_2_17_1.5666_13.6046,24.063388929346576,-0.302,0.27,7604,12,0.0016
2022_2_17_1.5666_13.6046,11.871723843463608,-0.88,0.269,2493,4,0.0016
2022_2_17_1.5666_13.6046,94.26254067900466,-0.715,0.28,19795,32,0.0016
2022_2_17_1.5666_13.6046,92.9370270587339,-0.715,0.28,19516,31,0.0016
2022_2_17_1.5666_13.6046,54.86575026691947,-0.715,0.28,11521,18,0.0016
2022_2_17_1.5666_13.6046,34.32398104318418,-0.715,0.28,7208,12,0.0016
2022_2_17_1.5666_13.6046,23.1942117452026,-0.369,0.271,7329,12,0.0016
2022_2_17_1.5666_13.6046,19.100276877231263,-0.369,0.271,6035,10,0.0016
2022_2_17_1.5666_13.6046,16.678471104548567,-0.369,0.271,5270,8,0.0016
2022_2_17_1.5666_13.6046,17.157180593056967,-0.42,0.312,5421,9,0.0016
2022_2_17_1.5666_13.6046,18.86418673686016,-0.42,0.312,5961,10,0.0016
2022_2_17_1.5666_13.6046,25.75384189917818,-0.545,0.389,8138,13,0.0016
2022_2_17_1.5666_13.6046,25.19733249217537,-0.545,0.389,7962,13,0.0016
2022_2_17_1.5666_13.6046,17.17386503266078,-0.545,0.389,5426,9,0.0016
2022_2_17_1.5666_13.6046,16.657968108618647,-0.666,0.27,3498,6,0.0016
2022_2_17_1.5666_13.6046,16.15755483092504,-0.666,0.27,3393,5,0.0016
2022_2_17_1.5666_13.6046,14.259710381426215,-0.666,0.27,2994,5,0.0016
2022_2_17_1.5666_13.6046,16.397458460984627,-0.187,0.285,6804,11,0.0016
2022_2_17_1.5666_13.6046,23.39029233256085,-0.187,0.285,9706,16,0.0016
2022_2_17_1.5666_13.6046,27.222591070337355,-0.611,0.269,5716,9,0.0016
2022_2_17_1.5666_13.6046,27.959091110644213,-0.611,0.269,5871,9,0.0016
2022_2_17_1.5666_13.6046,26.16542349812667,-0.611,0.269,5494,9,0.0016
2022_2_17_1.5666_13.6046,17.206306886873673,-0.505,0.285,5437,9,0.0016
2022_2_17_1.5666_13.6046,46.52011481721903,-0.715,0.28,9769,16,0.0016
2022_2_17_1.5666_13.6046,34.207861136587965,-0.715,0.28,7183,11,0.0016
2022_2_17_1.5666_13.6046,26.780164371792463,-0.715,0.28,5623,9,0.0016
2022_2_17_1.5666_13.6046,21.765494015384107,-0.369,0.271,6877,11,0.0016
2022_2_17_1.5666_13.6046,18.26017435926913,-0.369,0.271,5770,9,0.0016
2022_2_17_1.5666_13.6046,15.849149202465858,-0.369,0.271,5008,8,0.0016
2022_2_17_1.5666_13.6046,16.940390315393827,-0.42,0.312,5353,9,0.0016
2022_2_17_1.5666_13.6046,18.24314936583247,-0.42,0.312,5764,9,0.0016
2022_2_17_1.5666_13.6046,25.030965780124337,-0.545,0.389,7909,13,0.0016
2022_2_17_1.5666_13.6046,23.90197447591625,-0.545,0.389,7553,12,0.0016
2022_2_17_1.5666_13.6046,19.538860970816167,-0.545,0.389,6174,10,0.0016
2022_2_17_1.5666_13.6046,18.28503547705459,-0.666,0.27,3839,6,0.0016
2022_2_17_1.5666_13.6046,17.006316777928213,-0.666,0.27,3571,6,0.0016
2022_2_17_1.5666_13.6046,18.671077752109674,-0.666,0.27,3920,6,0.0016
2022_2_17_1.5666_13.6046,23.990718584152734,-0.187,0.285,9956,16,0.0016
2022_2_17_1.5666_13.6046,32.14895661827842,-0.187,0.285,13341,21,0.0016
2022_2_17_1.5666_13.6046,32.72907638770993,-0.611,0.269,6873,11,0.0016
2022_2_17_1.5666_13.6046,33.36146513312625,-0.611,0.269,7005,11,0.0016
2022_2_17_1.5666_13.6046,32.09064166704265,-0.611,0.269,6739,11,0.0016
2022_2_17_1.5666_13.6046,21.38355961562709,-0.505,0.285,6757,11,0.0016
2022_2_17_1.5666_13.6046,31.82112052282236,-0.715,0.28,6682,11,0.0016
2022_2_17_1.5666_13.6046,25.029996692197347,-0.715,0.28,5256,8,0.0016
2022_2_17_1.5666_13.6046,22.09113808500931,-0.715,0.28,4639,7,0.0016
2022_2_17_1.5666_13.6046,18.48709869291472,-0.369,0.271,5841,9,0.0016
2022_2_17_1.5666_13.6046,16.83402513486554,-0.369,0.271,5319,9,0.0016
2022_2_17_1.5666_13.6046,14.142921194858744,-0.369,0.271,4469,7,0.0016
2022_2_17_1.5666_13.6046,16.198666170635708,-0.42,0.312,5118,8,0.0016
2022_2_17_1.5666_13.6046,18.42505701173294,-0.42,0.312,5822,9,0.0016
2022_2_17_1.5666_13.6046,20.73243911495065,-0.545,0.389,6551,10,0.0016
2022_2_17_1.5666_13.6046,21.966358953341768,-0.545,0.389,6941,11,0.0016
2022_2_17_1.5666_13.6046,26.1768710622737,-0.545,0.389,8271,13,0.0016
2022_2_17_1.5666_13.6046,24.11660696355085,-0.666,0.27,5064,8,0.0016
2022_2_17_1.5666_13.6046,17.174580565951445,-0.666,0.27,3606,6,0.0016
2022_2_17_1.5666_13.6046,20.710280889168253,-0.666,0.27,4349,7,0.0016
2022_2_17_1.5666_13.6046,27.17628793668588,-0.187,0.285,11278,18,0.0016
2022_2_17_1.5666_13.6046,32.825274370280454,-0.187,0.285,13622,22,0.0016
2022_2_17_1.5666_13.6046,40.64847401353919,-0.611,0.269,8536,14,0.0016
2022_2_17_1.5666_13.6046,38.18169150079732,-0.611,0.269,8018,13,0.0016
2022_2_17_1.5666_13.6046,31.044929070146765,-0.611,0.269,6519,10,0.0016
2022_2_17_1.5666_13.6046,23.336697359365925,-0.505,0.285,7374,12,0.0016
2022_2_17_1.5666_13.6046,20.608763768167524,-0.385,0.271,6512,10,0.0016
2022_2_17_1.5666_13.6046,17.294966642490476,-0.385,0.271,5465,9,0.0016
2022_2_17_1.5666_13.6046,15.860567104938363,-0.342,0.271,5011,8,0.0016
2022_2_17_1.5666_13.6046,14.595713150285723,-0.342,0.271,4612,7,0.0016
2022_2_17_1.5666_13.6046,12.76189698022417,-0.342,0.271,4032,6,0.0016
2022_2_17_1.5666_13.6046,13.77544013705375,-0.741,0.271,2892,5,0.0016
2022_2_17_1.5666_13.6046,15.935454240588625,-0.741,0.271,3346,5,0.0016
2022_2_17_1.5666_13.6046,19.517955784644496,-0.186,0.286,8099,13,0.0016
2022_2_17_1.5666_13.6046,20.789049489584755,-0.186,0.286,8627,14,0.0016
2022_2_17_1.5666_13.6046,24.721728521665952,-0.186,0.286,10259,16,0.0016
2022_2_17_1.5666_13.6046,20.95845491029862,-0.186,0.286,8697,14,0.0016
2022_2_17_1.5666_13.6046,17.377513725988592,-0.666,0.27,3649,6,0.0016
2022_2_17_1.5666_13.6046,20.84613265032845,-0.103,0.27,8651,14,0.0016
2022_2_17_1.5666_13.6046,27.307322302689705,-0.103,0.27,11332,18,0.0016
2022_2_17_1.5666_13.6046,34.53220672914612,-0.103,0.27,14330,23,0.0016
2022_2_17_1.5666_13.6046,49.01914389161352,-0.342,0.284,15490,25,0.0016
2022_2_17_1.5666_13.6046,45.768580175815,-0.342,0.284,14462,23,0.0016
2022_2_17_1.5666_13.6046,28.799671304610484,-0.342,0.284,9100,15,0.0016
2022_2_17_1.5666_13.6046,21.278875421139,-0.487,0.27,6724,11,0.0016
2022_2_17_1.5666_13.6046,17.675256961041704,-0.385,0.271,5585,9,0.0016
2022_2_17_1.5666_13.6046,15.770705594257302,-0.385,0.271,4983,8,0.0016
2022_2_17_1.5666_13.6046,14.528913989310714,-0.342,0.271,4591,7,0.0016
2022_2_17_1.5666_13.6046,12.197353276556305,-0.342,0.271,3854,6,0.0016
2022_2_17_1.5666_13.6046,13.133976096211477,-0.342,0.271,4150,7,0.0016
2022_2_17_1.5666_13.6046,13.599185893495893,-0.741,0.271,2855,5,0.0016
2022_2_17_1.5666_13.6046,14.056229419781008,-0.741,0.271,2951,5,0.0016
2022_2_17_1.5666_13.6046,18.816047531860573,-0.186,0.286,7808,12,0.0016
2022_2_17_1.5666_13.6046,21.57235649942183,-0.186,0.286,8952,14,0.0016
2022_2_17_1.5666_13.6046,21.84409271308434,-0.186,0.286,9065,15,0.0016
2022_2_17_1.5666_13.6046,19.18200826072658,-0.186,0.286,7960,13,0.0016
2022_2_17_1.5666_13.6046,17.711280753273883,-0.103,0.27,7350,12,0.0016
2022_2_17_1.5666_13.6046,18.79747585103858,-0.103,0.27,7800,12,0.0016
2022_2_17_1.5666_13.6046,29.09449176603797,-0.103,0.27,12074,19,0.0016
2022_2_17_1.5666_13.6046,32.65006859745357,-0.103,0.27,13549,22,0.0016
2022_2_17_1.5666_13.6046,42.91259231819207,-0.342,0.284,13560,22,0.0016
2022_2_17_1.5666_13.6046,41.413345341983074,-0.342,0.284,13086,21,0.0016
2022_2_17_1.5666_13.6046,28.2707115800507,-0.342,0.284,8933,14,0.0016
2022_2_17_1.5666_13.6046,20.00848249500213,-0.487,0.27,6322,10,0.0016
2022_2_17_1.5666_13.6046,16.817373007732915,-0.385,0.271,5314,9,0.0016
2022_2_17_1.5666_13.6046,14.101454692488694,-0.385,0.271,4456,7,0.0016
2022_2_17_1.5666_13.6046,11.51786381830434,-0.342,0.271,3639,6,0.0016
2022_2_17_1.5666_13.6046,9.777766242415732,-0.342,0.271,3089,5,0.0016
2022_2_17_1.5666_13.6046,11.530116171522996,-0.342,0.271,3643,6,0.0016
2022_2_17_1.5666_13.6046,13.09151699191356,-0.741,0.271,2749,4,0.0016
2022_2_17_1.5666_13.6046,13.974525649063535,-0.741,0.271,2934,5,0.0016
2022_2_17_1.5666_13.6046,16.680361439352904,-0.186,0.286,6922,11,0.0016
2022_2_17_1.5666_13.6046,19.3499779834521,-0.186,0.286,8030,13,0.0016
2022_2_17_1.5666_13.6046,19.99173719783549,-0.186,0.286,8296,13,0.0016
2022_2_17_1.5666_13.6046,17.536298744959243,-0.186,0.286,7277,12,0.0016
2022_2_17_1.5666_13.6046,15.172572262914327,-0.103,0.27,6296,10,0.0016
2022_2_17_1.5666_13.6046,15.26144066114262,-0.103,0.27,6333,10,0.0016
2022_2_17_1.5666_13.6046,25.432904934152152,-0.103,0.27,10554,17,0.0016
2022_2_17_1.5666_13.6046,31.38931316692921,-0.103,0.27,13026,21,0.0016
2022_2_17_1.5666_13.6046,31.267451559005988,-0.291,0.285,9880,16,0.0016
2022_2_17_1.5666_13.6046,28.520317266946787,-0.291,0.285,9012,14,0.0016
2022_2_17_1.5666_13.6046,27.490081118459447,-0.291,0.285,8686,14,0.0016
2022_2_17_1.5666_13.6046,11.643933730117771,-0.854,0.27,2445,4,0.0016
2022_2_17_1.5666_13.6046,12.51825030083601,-0.385,0.271,3955,6,0.0016
2022_2_17_1.5666_13.6046,10.334581429310624,-0.342,0.271,3265,5,0.0016
2022_2_17_1.5666_13.6046,9.492811341158086,-0.342,0.271,2999,5,0.0016
2022_2_17_1.5666_13.6046,10.1957375594334,-0.342,0.271,3221,5,0.0016
2022_2_17_1.5666_13.6046,12.64163827536185,-0.741,0.271,2654,4,0.0016
2022_2_17_1.5666_13.6046,13.815642150510028,-0.741,0.271,2901,5,0.0016
2022_2_17_1.5666_13.6046,14.22473243924632,-0.186,0.286,5903,9,0.0016
2022_2_17_1.5666_13.6046,15.058866182097002,-0.186,0.286,6249,10,0.0016
2022_2_17_1.5666_13.6046,14.805736320965623,-0.186,0.286,6144,10,0.0016
2022_2_17_1.5666_13.6046,13.852691722345,-0.186,0.286,5748,9,0.0016
2022_2_17_1.5666_13.6046,13.773353091781727,-0.103,0.27,5715,9,0.0016
2022_2_17_1.5666_13.6046,14.984204760265024,-0.103,0.27,6218,10,0.0016
2022_2_17_1.5666_13.6046,18.512800781176782,-0.103,0.27,7682,12,0.0016
2022_2_17_1.5666_13.6046,25.362311247145943,-0.291,0.285,8014,13,0.0016
2022_2_17_1.5666_13.6046,26.53203218368386,-0.291,0.285,8384,13,0.0016
2022_2_17_1.5666_13.6046,26.95649816292956,-0.291,0.285,8518,14,0.0016
2022_2_17_1.5666_13.6046,23.89945016865648,-0.291,0.285,7552,12,0.0016
2022_2_17_1.5666_13.6046,1.669223292592953,-0.854,0.27,350,1,0.0016
2022_2_17_1.5666_13.6046,10.27319089993603,-0.342,0.271,3246,5,0.0016
2022_2_17_1.5666_13.6046,9.712035882774668,-0.342,0.271,3069,5,0.0016
2022_2_17_1.5666_13.6046,11.673225361220553,-0.342,0.271,3688,6,0.0016
2022_2_17_1.5666_13.6046,13.247372515777498,-0.741,0.271,2781,4,0.0016
2022_2_17_1.5666_13.6046,13.667767908321109,-0.741,0.271,2870,5,0.0016
2022_2_17_1.5666_13.6046,14.892451188173323,-0.186,0.286,6180,10,0.0016
2022_2_17_1.5666_13.6046,15.950996389037794,-0.186,0.286,6619,11,0.0016
2022_2_17_1.5666_13.6046,16.16502436532165,-0.186,0.286,6708,11,0.0016
2022_2_17_1.5666_13.6046,15.61258435379871,-0.186,0.286,6479,10,0.0016
2022_2_17_1.5666_13.6046,14.16420664270106,-0.103,0.27,5878,9,0.0016
2022_2_17_1.5666_13.6046,15.230795684862462,-0.103,0.27,6320,10,0.0016
2022_2_17_1.5666_13.6046,17.951081318391584,-0.291,0.285,5672,9,0.0016
2022_2_17_1.5666_13.6046,20.793611727306327,-0.291,0.285,6570,11,0.0016
2022_2_17_1.5666_13.6046,20.43127753767911,-0.291,0.285,6456,10,0.0016
2022_2_17_1.5666_13.6046,20.67518456845651,-0.291,0.285,6533,10,0.0016
2022_2_17_1.5666_13.6046,10.639791630129936,-0.291,0.285,3362,5,0.0016
2022_2_17_1.5666_13.6046,11.8140509854948,-0.342,0.271,3733,6,0.0016
2022_2_17_1.5666_13.6046,13.112773437597186,-0.342,0.271,4143,7,0.0016
2022_2_17_1.5666_13.6046,13.4224090999661,-0.741,0.271,2818,5,0.0016
2022_2_17_1.5666_13.6046,13.851828621644527,-0.741,0.271,2908,5,0.0016
2022_2_17_1.5666_13.6046,16.65018100176452,-0.186,0.286,6909,11,0.0016
2022_2_17_1.5666_13.6046,17.895576885223896,-0.186,0.286,7426,12,0.0016
2022_2_17_1.5666_13.6046,17.438554482102628,-0.186,0.286,7237,12,0.0016
2022_2_17_1.5666_13.6046,16.62259078335684,-0.186,0.286,6898,11,0.0016
2022_2_17_1.5666_13.6046,15.906605958793508,-0.453,0.269,5026,8,0.0016
2022_2_17_1.5666_13.6046,15.584328367513796,-0.453,0.269,4924,8,0.0016
2022_2_17_1.5666_13.6046,18.150983526727934,-0.453,0.269,5735,9,0.0016
2022_2_17_1.5666_13.6046,22.60430580515215,-0.453,0.269,7142,11,0.0016
2022_2_17_1.5666_13.6046,21.72871610046336,-0.453,0.269,6866,11,0.0016
2022_2_17_1.5666_13.6046,17.912722496859708,-0.453,0.269,5660,9,0.0016
2022_2_17_1.5666_13.6046,0.890608800775434,-0.453,0.269,281,0,0.0016
2022_2_17_1.5666_13.6046,14.313258355453234,-0.342,0.271,4522,7,0.0016
2022_2_17_1.5666_13.6046,15.160694601735557,-0.741,0.271,3183,5,0.0016
2022_2_17_1.5666_13.6046,17.352030109340713,-0.741,0.271,3643,6,0.0016
2022_2_17_1.5666_13.6046,21.12002860986813,-0.186,0.286,8764,14,0.0016
2022_2_17_1.5666_13.6046,23.576206410713965,-0.186,0.286,9784,16,0.0016
2022_2_17_1.5666_13.6046,21.861941583464183,-0.186,0.286,9072,15,0.0016
2022_2_17_1.5666_13.6046,18.00047628439227,-0.186,0.286,7470,12,0.0016
2022_2_17_1.5666_13.6046,16.512775584621252,-0.453,0.269,5218,8,0.0016
2022_2_17_1.5666_13.6046,16.125320587068117,-0.453,0.269,5095,8,0.0016
2022_2_17_1.5666_13.6046,15.911817499213516,-0.453,0.269,5028,8,0.0016
2022_2_17_1.5666_13.6046,21.82865247821057,-0.453,0.269,6897,11,0.0016
2022_2_17_1.5666_13.6046,22.24826642324117,-0.453,0.269,7030,11,0.0016
2022_2_17_1.5666_13.6046,3.203565248350174,-0.453,0.269,1012,2,0.0016
2022_2_17_1.5666_13.6046,31.20022473019789,-0.186,0.286,12948,21,0.0016
2022_2_17_1.5666_13.6046,34.043177150819915,-0.186,0.286,14127,23,0.0016
2022_2_17_1.5666_13.6046,29.05513216752324,-0.186,0.286,12057,19,0.0016
2022_2_17_1.5666_13.6046,23.212250474499903,-0.453,0.269,7335,12,0.0016
2022_2_17_1.5666_13.6046,17.561033161722886,-0.453,0.269,5549,9,0.0016
2022_2_17_1.5666_13.6046,16.95917432252098,-0.453,0.269,5359,9,0.0016
2022_2_17_1.5666_13.6046,16.671738530451496,-0.453,0.269,5268,8,0.0016
2022_2_17_1.5666_13.6046,17.21093842837945,-0.453,0.269,5438,9,0.0016
2022_2_17_1.5666_13.6046,3.285634775444905,-0.453,0.269,1038,2,0.0016
2022_2_17_1.5666_13.6046,20.07624147426637,-0.453,0.269,6344,10,0.0016
2022_2_17_1.5666_13.6046,16.059724953700243,-0.453,0.269,5074,8,0.0016
2022_2_17_1.5666_13.6046,8.379398795363862,-0.453,0.269,2647,4,0.0016
2022_2_17_1.5666_13.6046,0.556842964746759,-0.453,0.269,175,0,0.0016
2022_2_17_1.5666_13.6046,47.015446194596336,-0.194,0.271,19511,31,0.0016
