space_time_id,pop,rwi,error,wealth_usd,wealth_cfa,usd_to_cfa
2022_8_18_0.9295_14.2063,69.3064265815434,-0.43,0.27,21900,35,0.0016
2022_8_18_0.9295_14.2063,61.30209834373504,-0.098,0.269,25440,41,0.0016
2022_8_18_0.9295_14.2063,58.61728508778305,-0.098,0.269,24326,39,0.0016
2022_8_18_0.9295_14.2063,57.016262333801535,-0.098,0.269,23661,38,0.0016
2022_8_18_0.9295_14.2063,53.51694710341772,-0.539,0.27,16911,27,0.0016
2022_8_18_0.9295_14.2063,54.23363340275031,-0.539,0.27,17137,27,0.0016
2022_8_18_0.9295_14.2063,48.84520243775876,-0.306,0.27,15435,25,0.0016
2022_8_18_0.9295_14.2063,0.438332448535583,-0.306,0.27,138,0,0.0016
2022_8_18_0.9295_14.2063,4.779779932197947,-0.237,0.271,1510,2,0.0016
2022_8_18_0.9295_14.2063,37.29889676132741,-0.237,0.271,11786,19,0.0016
2022_8_18_0.9295_14.2063,39.50475226253743,-0.264,0.271,12483,20,0.0016
2022_8_18_0.9295_14.2063,41.80985891287575,-0.264,0.271,13211,21,0.0016
2022_8_18_0.9295_14.2063,42.41844786056059,-0.778,0.271,8907,14,0.0016
2022_8_18_0.9295_14.2063,45.55084178010925,-0.778,0.271,9565,15,0.0016
2022_8_18_0.9295_14.2063,44.95777329293614,-0.778,0.271,9441,15,0.0016
2022_8_18_0.9295_14.2063,47.78361441683784,-0.561,0.271,15099,24,0.0016
2022_8_18_0.9295_14.2063,49.465173700088336,-0.561,0.271,15630,25,0.0016
2022_8_18_0.9295_14.2063,47.90202564403987,-0.561,0.271,15137,24,0.0016
2022_8_18_0.9295_14.2063,48.03675299236389,-0.561,0.271,15179,24,0.0016
2022_8_18_0.9295_14.2063,47.17885141164405,-0.837,0.271,9907,16,0.0016
2022_8_18_0.9295_14.2063,41.49527502378457,-0.837,0.271,8714,14,0.0016
2022_8_18_0.9295_14.2063,42.53291802841935,-0.43,0.27,13440,22,0.0016
2022_8_18_0.9295_14.2063,45.02649466881325,-0.43,0.27,14228,23,0.0016
2022_8_18_0.9295_14.2063,42.306473019795554,-0.098,0.269,17557,28,0.0016
2022_8_18_0.9295_14.2063,44.270210797815466,-0.098,0.269,18372,29,0.0016
2022_8_18_0.9295_14.2063,44.70703185659988,-0.098,0.269,18553,30,0.0016
2022_8_18_0.9295_14.2063,44.403885165505486,-0.539,0.27,14031,22,0.0016
2022_8_18_0.9295_14.2063,49.88823490906411,-0.306,0.27,15764,25,0.0016
2022_8_18_0.9295_14.2063,26.453915303767317,-0.306,0.27,8359,13,0.0016
2022_8_18_0.9295_14.2063,20.042125181274606,-0.237,0.271,6333,10,0.0016
2022_8_18_0.9295_14.2063,37.27471475342934,-0.264,0.271,11778,19,0.0016
2022_8_18_0.9295_14.2063,39.25430322521975,-0.778,0.271,8243,13,0.0016
2022_8_18_0.9295_14.2063,40.646387316545386,-0.778,0.271,8535,14,0.0016
2022_8_18_0.9295_14.2063,36.6528255539572,-0.778,0.271,7697,12,0.0016
2022_8_18_0.9295_14.2063,35.78978217091822,-0.778,0.271,7515,12,0.0016
2022_8_18_0.9295_14.2063,43.09018100193924,-0.561,0.271,13616,22,0.0016
2022_8_18_0.9295_14.2063,46.83101976188392,-0.561,0.271,14798,24,0.0016
2022_8_18_0.9295_14.2063,46.87179671738899,-0.561,0.271,14811,24,0.0016
2022_8_18_0.9295_14.2063,46.250022630545935,-0.611,0.27,9712,16,0.0016
2022_8_18_0.9295_14.2063,42.81526834748597,-0.611,0.27,8991,14,0.0016
2022_8_18_0.9295_14.2063,39.075939594362765,-0.611,0.27,8205,13,0.0016
2022_8_18_0.9295_14.2063,36.30092286560916,0.133,0.27,15064,24,0.0016
2022_8_18_0.9295_14.2063,31.90495444212943,0.133,0.27,13240,21,0.0016
2022_8_18_0.9295_14.2063,30.46532544992563,0.133,0.27,12643,20,0.0016
2022_8_18_0.9295_14.2063,31.548054511476217,-1.026,0.27,13092,21,0.0016
2022_8_18_0.9295_14.2063,30.747771210157534,-1.026,0.27,12760,20,0.0016
2022_8_18_0.9295_14.2063,30.83354027474335,-1.026,0.27,12795,20,0.0016
2022_8_18_0.9295_14.2063,29.71141519244102,-1.026,0.27,12330,20,0.0016
2022_8_18_0.9295_14.2063,2.288202981408218,-0.306,0.27,723,1,0.0016
2022_8_18_0.9295_14.2063,1.592160124275674,-0.715,0.272,334,1,0.0016
2022_8_18_0.9295_14.2063,27.96083601512696,-0.652,0.271,5871,9,0.0016
2022_8_18_0.9295_14.2063,36.00048184350397,-0.652,0.271,7560,12,0.0016
2022_8_18_0.9295_14.2063,34.829832757276144,-0.652,0.271,7314,12,0.0016
2022_8_18_0.9295_14.2063,33.560369877035626,-0.652,0.271,7047,11,0.0016
2022_8_18_0.9295_14.2063,33.36504107155555,-0.652,0.271,7006,11,0.0016
2022_8_18_0.9295_14.2063,34.65794543977892,-0.652,0.271,7278,12,0.0016
2022_8_18_0.9295_14.2063,37.812027440565245,-0.561,0.271,11948,19,0.0016
2022_8_18_0.9295_14.2063,36.87011906693503,-0.611,0.27,7742,12,0.0016
2022_8_18_0.9295_14.2063,34.66930393085066,-0.611,0.27,7280,12,0.0016
2022_8_18_0.9295_14.2063,31.795328075314192,-0.611,0.27,6677,11,0.0016
2022_8_18_0.9295_14.2063,30.729576600819627,-0.611,0.27,6453,10,0.0016
2022_8_18_0.9295_14.2063,30.785339851622677,0.133,0.27,12775,20,0.0016
2022_8_18_0.9295_14.2063,29.858598703030943,0.133,0.27,12391,20,0.0016
2022_8_18_0.9295_14.2063,29.239992596138325,0.133,0.27,12134,19,0.0016
2022_8_18_0.9295_14.2063,28.720809680691477,-1.026,0.27,11919,19,0.0016
2022_8_18_0.9295_14.2063,29.40572161400484,-1.026,0.27,12203,20,0.0016
2022_8_18_0.9295_14.2063,29.051760006705507,-1.026,0.27,12056,19,0.0016
2022_8_18_0.9295_14.2063,8.093783089585763,-1.026,0.27,3358,5,0.0016
2022_8_18_0.9295_14.2063,3.884872032558325,-0.715,0.272,815,1,0.0016
2022_8_18_0.9295_14.2063,27.280221379198068,-0.652,0.271,5728,9,0.0016
2022_8_18_0.9295_14.2063,30.623921723524965,-0.652,0.271,6431,10,0.0016
2022_8_18_0.9295_14.2063,30.16760811426851,-0.652,0.271,6335,10,0.0016
2022_8_18_0.9295_14.2063,29.999298714338003,-0.652,0.271,6299,10,0.0016
2022_8_18_0.9295_14.2063,30.99247854894905,-0.652,0.271,6508,10,0.0016
2022_8_18_0.9295_14.2063,31.045186108839932,-0.652,0.271,6519,10,0.0016
2022_8_18_0.9295_14.2063,30.376742259828383,-0.611,0.27,6379,10,0.0016
2022_8_18_0.9295_14.2063,28.75281858179325,-0.611,0.27,6038,10,0.0016
2022_8_18_0.9295_14.2063,28.49261541825187,-0.611,0.27,5983,10,0.0016
2022_8_18_0.9295_14.2063,27.649765032991507,-0.611,0.27,5806,9,0.0016
2022_8_18_0.9295_14.2063,26.51936746972376,0.133,0.27,11005,18,0.0016
2022_8_18_0.9295_14.2063,26.49801395093504,0.133,0.27,10996,18,0.0016
2022_8_18_0.9295_14.2063,27.36889220493063,0.133,0.27,11358,18,0.0016
2022_8_18_0.9295_14.2063,28.56374303295398,-1.026,0.27,11853,19,0.0016
2022_8_18_0.9295_14.2063,29.253818170687364,-1.026,0.27,12140,19,0.0016
2022_8_18_0.9295_14.2063,12.339312304293015,-1.026,0.27,5120,8,0.0016
2022_8_18_0.9295_14.2063,2.627929750302906,-0.652,0.271,551,1,0.0016
2022_8_18_0.9295_14.2063,20.349005747698,-0.652,0.271,4273,7,0.0016
2022_8_18_0.9295_14.2063,26.16537225809992,-0.652,0.271,5494,9,0.0016
2022_8_18_0.9295_14.2063,26.051902310861184,-0.652,0.271,5470,9,0.0016
2022_8_18_0.9295_14.2063,26.164121392294746,-0.652,0.271,5494,9,0.0016
2022_8_18_0.9295_14.2063,25.62280456014942,-0.652,0.271,5380,9,0.0016
2022_8_18_0.9295_14.2063,25.230645435247585,-0.611,0.27,5298,8,0.0016
2022_8_18_0.9295_14.2063,24.87281826046237,-0.611,0.27,5223,8,0.0016
2022_8_18_0.9295_14.2063,25.346391992105804,-0.611,0.27,5322,9,0.0016
2022_8_18_0.9295_14.2063,24.874871440735564,-0.611,0.27,5223,8,0.0016
2022_8_18_0.9295_14.2063,24.164410130800675,0.133,0.27,10028,16,0.0016
2022_8_18_0.9295_14.2063,24.577503908316917,0.133,0.27,10199,16,0.0016
2022_8_18_0.9295_14.2063,25.172491177491214,0.133,0.27,10446,17,0.0016
2022_8_18_0.9295_14.2063,23.4363328461859,-1.026,0.27,9726,16,0.0016
2022_8_18_0.9295_14.2063,7.979655289031629,-1.026,0.27,3311,5,0.0016
2022_8_18_0.9295_14.2063,0.072248080101441,-0.652,0.271,15,0,0.0016
2022_8_18_0.9295_14.2063,8.095172410201537,-0.652,0.271,1699,3,0.0016
2022_8_18_0.9295_14.2063,19.039643506747208,-0.652,0.271,3998,6,0.0016
2022_8_18_0.9295_14.2063,23.83870298862129,-0.652,0.271,5006,8,0.0016
2022_8_18_0.9295_14.2063,23.65849858718737,-0.652,0.271,4968,8,0.0016
2022_8_18_0.9295_14.2063,23.482733835079586,-0.611,0.27,4931,8,0.0016
2022_8_18_0.9295_14.2063,23.20577960702948,-0.611,0.27,4873,8,0.0016
2022_8_18_0.9295_14.2063,23.384216950172487,-0.611,0.27,4910,8,0.0016
2022_8_18_0.9295_14.2063,24.153804687714658,-0.611,0.27,5072,8,0.0016
2022_8_18_0.9295_14.2063,24.42278007210201,0.133,0.27,10135,16,0.0016
2022_8_18_0.9295_14.2063,22.75075192772959,0.133,0.27,9441,15,0.0016
2022_8_18_0.9295_14.2063,13.651847000773614,0.133,0.27,5665,9,0.0016
2022_8_18_0.9295_14.2063,1.795436355710331,-0.519,0.27,567,1,0.0016
2022_8_18_0.9295_14.2063,6.629642611e-05,-0.652,0.271,0,0,0.0016
2022_8_18_0.9295_14.2063,3.856945453200913,-0.652,0.271,809,1,0.0016
2022_8_18_0.9295_14.2063,9.599524426698236,-0.652,0.271,2015,3,0.0016
2022_8_18_0.9295_14.2063,13.166966510639906,-0.611,0.27,2765,4,0.0016
2022_8_18_0.9295_14.2063,14.736461228105275,-0.611,0.27,3094,5,0.0016
2022_8_18_0.9295_14.2063,13.74487232871316,-0.611,0.27,2886,5,0.0016
2022_8_18_0.9295_14.2063,11.04805265812257,-0.611,0.27,2320,4,0.0016
2022_8_18_0.9295_14.2063,6.376404189895132,0.133,0.27,2646,4,0.0016
2022_8_18_0.9295_14.2063,0.603122354520455,0.133,0.27,250,0,0.0016
2021_12_22_0.5354_14.6522,1.642017895437888,-0.895,0.272,344,1,0.0016
2021_12_22_0.5354_14.6522,9.720676067113354,-0.081,0.271,4034,6,0.0016
2021_12_22_0.5354_14.6522,16.036589761507084,0.145,0.271,6655,11,0.0016
2021_12_22_0.5354_14.6522,19.66136097069875,0.145,0.271,8159,13,0.0016
2021_12_22_0.5354_14.6522,21.368320265176774,0.145,0.271,8867,14,0.0016
2021_12_22_0.5354_14.6522,19.258463063126293,0.145,0.271,7992,13,0.0016
2021_12_22_0.5354_14.6522,15.2735715393088,-0.67,0.271,3207,5,0.0016
2021_12_22_0.5354_14.6522,8.615675398014902,-0.67,0.271,1809,3,0.0016
2021_12_22_0.5354_14.6522,0.72500232247834,-0.67,0.271,152,0,0.0016
2021_12_22_0.5354_14.6522,1.965700655786047,-0.91,0.271,412,1,0.0016
2021_12_22_0.5354_14.6522,12.505110713211964,-0.91,0.271,2626,4,0.0016
2021_12_22_0.5354_14.6522,21.956389906034104,-0.853,0.271,4610,7,0.0016
2021_12_22_0.5354_14.6522,22.899715126614133,0.145,0.271,9503,15,0.0016
2021_12_22_0.5354_14.6522,23.004424262720025,0.145,0.271,9546,15,0.0016
2021_12_22_0.5354_14.6522,23.41127213123542,0.145,0.271,9715,16,0.0016
2021_12_22_0.5354_14.6522,25.33632695005667,0.145,0.271,10514,17,0.0016
2021_12_22_0.5354_14.6522,29.48531000124558,0.145,0.271,12236,20,0.0016
2021_12_22_0.5354_14.6522,29.96634034766437,-0.67,0.271,6292,10,0.0016
2021_12_22_0.5354_14.6522,30.099736430098023,-0.67,0.271,6320,10,0.0016
2021_12_22_0.5354_14.6522,28.262436892262745,-0.67,0.271,5935,9,0.0016
2021_12_22_0.5354_14.6522,14.967144886976284,-0.397,0.272,4729,8,0.0016
2021_12_22_0.5354_14.6522,1.199790279866422,-0.397,0.272,379,1,0.0016
2021_12_22_0.5354_14.6522,8.248044505750254,-0.769,0.279,1732,3,0.0016
2021_12_22_0.5354_14.6522,20.79430836790939,-0.853,0.271,4366,7,0.0016
2021_12_22_0.5354_14.6522,22.126144566666067,-0.853,0.271,4646,7,0.0016
2021_12_22_0.5354_14.6522,22.77690928179324,-0.853,0.271,4783,8,0.0016
2021_12_22_0.5354_14.6522,22.719476487005597,-0.401,0.271,7179,11,0.0016
2021_12_22_0.5354_14.6522,23.165015949249074,0.145,0.271,9613,15,0.0016
2021_12_22_0.5354_14.6522,23.817594849637995,0.145,0.271,9884,16,0.0016
2021_12_22_0.5354_14.6522,23.813401349374583,0.145,0.271,9882,16,0.0016
2021_12_22_0.5354_14.6522,26.39460004116833,0.145,0.271,10953,18,0.0016
2021_12_22_0.5354_14.6522,30.01478721450067,-0.67,0.271,6303,10,0.0016
2021_12_22_0.5354_14.6522,30.320412093282957,-0.67,0.271,6367,10,0.0016
2021_12_22_0.5354_14.6522,30.67711926989354,-0.67,0.271,6442,10,0.0016
2021_12_22_0.5354_14.6522,30.80131883415596,-0.397,0.272,9733,16,0.0016
2021_12_22_0.5354_14.6522,26.880638963666243,-0.397,0.272,8494,14,0.0016
2021_12_22_0.5354_14.6522,6.002941969101756,-0.397,0.272,1896,3,0.0016
2021_12_22_0.5354_14.6522,15.401180843932211,-0.769,0.279,3234,5,0.0016
2021_12_22_0.5354_14.6522,34.563582586750115,-0.769,0.279,7258,12,0.0016
2021_12_22_0.5354_14.6522,27.754119344159346,-0.853,0.271,5828,9,0.0016
2021_12_22_0.5354_14.6522,24.71272084523115,-0.853,0.271,5189,8,0.0016
2021_12_22_0.5354_14.6522,24.22493747668603,-0.853,0.271,5087,8,0.0016
2021_12_22_0.5354_14.6522,24.09075398841636,-0.401,0.271,7612,12,0.0016
2021_12_22_0.5354_14.6522,24.101336614353706,-0.401,0.271,7616,12,0.0016
2021_12_22_0.5354_14.6522,25.252266762899737,0.145,0.271,10479,17,0.0016
2021_12_22_0.5354_14.6522,25.332340721341996,0.145,0.271,10512,17,0.0016
2021_12_22_0.5354_14.6522,24.983142914780604,0.145,0.271,10368,17,0.0016
2021_12_22_0.5354_14.6522,28.49358118002901,-0.67,0.271,5983,10,0.0016
2021_12_22_0.5354_14.6522,31.390892373341632,-0.67,0.271,6592,11,0.0016
2021_12_22_0.5354_14.6522,31.160745714530435,-0.67,0.271,6543,10,0.0016
2021_12_22_0.5354_14.6522,30.97073700771894,-0.397,0.272,9786,16,0.0016
2021_12_22_0.5354_14.6522,30.4220899638633,-0.397,0.272,9613,15,0.0016
2021_12_22_0.5354_14.6522,29.70601580972985,-0.397,0.272,9387,15,0.0016
2021_12_22_0.5354_14.6522,7.58870037220437,-0.397,0.272,2398,4,0.0016
2021_12_22_0.5354_14.6522,10.808610219653485,-0.493,0.271,3415,5,0.0016
2021_12_22_0.5354_14.6522,37.9086301370452,-0.769,0.279,7960,13,0.0016
2021_12_22_0.5354_14.6522,40.17420068412664,-0.769,0.279,8436,13,0.0016
2021_12_22_0.5354_14.6522,40.26277842944937,-0.853,0.271,8455,14,0.0016
2021_12_22_0.5354_14.6522,33.625763602999086,-0.853,0.271,7061,11,0.0016
2021_12_22_0.5354_14.6522,28.038545578688534,-0.853,0.271,5888,9,0.0016
2021_12_22_0.5354_14.6522,26.40392998626343,-0.401,0.271,8343,13,0.0016
2021_12_22_0.5354_14.6522,26.491250286679445,-0.401,0.271,8371,13,0.0016
2021_12_22_0.5354_14.6522,26.81520101582547,-0.021,0.27,11128,18,0.0016
2021_12_22_0.5354_14.6522,28.382338822415583,-0.021,0.27,11778,19,0.0016
2021_12_22_0.5354_14.6522,27.961206777525422,-0.021,0.27,11603,19,0.0016
2021_12_22_0.5354_14.6522,26.183921248315077,-0.378,0.271,8274,13,0.0016
2021_12_22_0.5354_14.6522,29.562163233997698,-0.378,0.271,9341,15,0.0016
2021_12_22_0.5354_14.6522,32.03466307098439,-0.378,0.271,10122,16,0.0016
2021_12_22_0.5354_14.6522,31.40649721900129,-0.122,0.27,13033,21,0.0016
2021_12_22_0.5354_14.6522,30.295553976437077,-0.122,0.27,12572,20,0.0016
2021_12_22_0.5354_14.6522,30.70426599531029,-0.122,0.27,12742,20,0.0016
2021_12_22_0.5354_14.6522,29.13763213158128,-0.122,0.27,12092,19,0.0016
2021_12_22_0.5354_14.6522,3.941597793729441,-0.122,0.27,1635,3,0.0016
2021_12_22_0.5354_14.6522,1.851443395423042,-0.493,0.271,585,1,0.0016
2021_12_22_0.5354_14.6522,34.121769407917704,-0.493,0.271,10782,17,0.0016
2021_12_22_0.5354_14.6522,36.81364649140055,-0.769,0.279,7730,12,0.0016
2021_12_22_0.5354_14.6522,39.19729436093248,-0.769,0.279,8231,13,0.0016
2021_12_22_0.5354_14.6522,43.8064194081569,-0.853,0.271,9199,15,0.0016
2021_12_22_0.5354_14.6522,43.74889816505624,-0.853,0.271,9187,15,0.0016
2021_12_22_0.5354_14.6522,38.56883346073458,-0.853,0.271,8099,13,0.0016
2021_12_22_0.5354_14.6522,34.40800350849719,-0.401,0.271,10872,17,0.0016
2021_12_22_0.5354_14.6522,33.39542736040012,-0.401,0.271,10552,17,0.0016
2021_12_22_0.5354_14.6522,32.76323329792685,-0.021,0.27,13596,22,0.0016
2021_12_22_0.5354_14.6522,33.832166621252206,-0.021,0.27,14040,22,0.0016
2021_12_22_0.5354_14.6522,34.37815517921062,-0.021,0.27,14266,23,0.0016
2021_12_22_0.5354_14.6522,32.8203506807453,-0.378,0.271,10371,17,0.0016
2021_12_22_0.5354_14.6522,27.71366297784509,-0.378,0.271,8757,14,0.0016
2021_12_22_0.5354_14.6522,26.46235788978331,-0.378,0.271,8362,13,0.0016
2021_12_22_0.5354_14.6522,29.851760401799808,-0.122,0.27,12388,20,0.0016
2021_12_22_0.5354_14.6522,29.59010984546244,-0.122,0.27,12279,20,0.0016
2021_12_22_0.5354_14.6522,28.57577232352797,-0.122,0.27,11858,19,0.0016
2021_12_22_0.5354_14.6522,26.927328341899518,-0.122,0.27,11174,18,0.0016
2021_12_22_0.5354_14.6522,17.95394060527756,-0.122,0.27,7450,12,0.0016
2021_12_22_0.5354_14.6522,0.007242217509942,-0.627,0.272,1,0,0.0016
2021_12_22_0.5354_14.6522,17.756436774848115,-0.493,0.271,5611,9,0.0016
2021_12_22_0.5354_14.6522,39.198446737003785,-0.393,0.279,12386,20,0.0016
2021_12_22_0.5354_14.6522,41.18564862598558,-0.393,0.279,13014,21,0.0016
2021_12_22_0.5354_14.6522,39.63496572481064,-0.393,0.279,12524,20,0.0016
2021_12_22_0.5354_14.6522,43.64353002871863,-0.406,0.27,13791,22,0.0016
2021_12_22_0.5354_14.6522,48.40783064131334,-0.406,0.27,15296,24,0.0016
2021_12_22_0.5354_14.6522,52.40152395131225,-0.406,0.27,16558,26,0.0016
2021_12_22_0.5354_14.6522,41.32313914338455,-0.401,0.271,13058,21,0.0016
2021_12_22_0.5354_14.6522,34.935728255810375,-0.401,0.271,11039,18,0.0016
2021_12_22_0.5354_14.6522,36.06419981644529,-0.306,0.27,11396,18,0.0016
2021_12_22_0.5354_14.6522,36.64941177507296,-0.306,0.27,11581,19,0.0016
2021_12_22_0.5354_14.6522,36.76525417057552,-0.306,0.27,11617,19,0.0016
2021_12_22_0.5354_14.6522,34.26473828667336,-0.378,0.271,10827,17,0.0016
2021_12_22_0.5354_14.6522,32.994401788020966,-0.378,0.271,10426,17,0.0016
2021_12_22_0.5354_14.6522,31.4951565077226,-0.378,0.271,9952,16,0.0016
2021_12_22_0.5354_14.6522,26.461616923702405,-0.122,0.27,10981,18,0.0016
2021_12_22_0.5354_14.6522,24.131073921005896,-0.122,0.27,10014,16,0.0016
2021_12_22_0.5354_14.6522,22.48425218220937,-0.122,0.27,9330,15,0.0016
2021_12_22_0.5354_14.6522,23.24015138630953,-0.122,0.27,9644,15,0.0016
2021_12_22_0.5354_14.6522,23.232296773027574,-0.122,0.27,9641,15,0.0016
2021_12_22_0.5354_14.6522,5.991075530306157,-0.627,0.272,1258,2,0.0016
2021_12_22_0.5354_14.6522,0.001837467866676,-0.667,0.272,0,0,0.0016
2021_12_22_0.5354_14.6522,29.25813992673462,-0.393,0.279,9245,15,0.0016
2021_12_22_0.5354_14.6522,40.96285515839421,-0.393,0.279,12944,21,0.0016
2021_12_22_0.5354_14.6522,41.396656264676544,-0.393,0.279,13081,21,0.0016
2021_12_22_0.5354_14.6522,41.11588617478951,-0.393,0.279,12992,21,0.0016
2021_12_22_0.5354_14.6522,46.213283326841136,-0.406,0.27,14603,23,0.0016
2021_12_22_0.5354_14.6522,53.68811971821088,-0.406,0.27,16965,27,0.0016
2021_12_22_0.5354_14.6522,50.83071725006933,-0.406,0.27,16062,26,0.0016
2021_12_22_0.5354_14.6522,48.32724927393314,-0.406,0.27,15271,24,0.0016
2021_12_22_0.5354_14.6522,51.02667635954407,-0.306,0.27,16124,26,0.0016
2021_12_22_0.5354_14.6522,58.20441980508024,-0.306,0.27,18392,29,0.0016
2021_12_22_0.5354_14.6522,62.92640145096328,-0.306,0.27,19884,32,0.0016
2021_12_22_0.5354_14.6522,54.32735126264525,-0.306,0.27,17167,27,0.0016
2021_12_22_0.5354_14.6522,38.35029213590958,-0.306,0.27,12118,19,0.0016
2021_12_22_0.5354_14.6522,35.95806391401243,-0.378,0.271,11362,18,0.0016
2021_12_22_0.5354_14.6522,35.5206385228754,-0.378,0.271,11224,18,0.0016
2021_12_22_0.5354_14.6522,31.90061932956809,-0.453,0.271,10080,16,0.0016
2021_12_22_0.5354_14.6522,25.423638826387645,-0.453,0.271,8033,13,0.0016
2021_12_22_0.5354_14.6522,24.192746172995,-0.453,0.271,7644,12,0.0016
2021_12_22_0.5354_14.6522,23.099155546951614,-0.453,0.271,7299,12,0.0016
2021_12_22_0.5354_14.6522,23.11777242589516,-0.85,0.272,4854,8,0.0016
2021_12_22_0.5354_14.6522,14.298651382761054,-0.85,0.272,3002,5,0.0016
2021_12_22_0.5354_14.6522,3.145866592867721,-0.667,0.272,660,1,0.0016
2021_12_22_0.5354_14.6522,25.62072267763609,-0.667,0.272,5380,9,0.0016
2021_12_22_0.5354_14.6522,35.166348726011,-0.393,0.279,11112,18,0.0016
2021_12_22_0.5354_14.6522,41.898805462593614,-0.393,0.279,13240,21,0.0016
2021_12_22_0.5354_14.6522,44.318663223079895,-0.393,0.279,14004,22,0.0016
2021_12_22_0.5354_14.6522,51.522360847716136,-0.406,0.27,16281,26,0.0016
2021_12_22_0.5354_14.6522,56.517812879931775,-0.406,0.27,17859,29,0.0016
2021_12_22_0.5354_14.6522,52.23226944931216,-0.406,0.27,16505,26,0.0016
2021_12_22_0.5354_14.6522,62.63914955623788,-0.757,0.308,13154,21,0.0016
2021_12_22_0.5354_14.6522,75.70738862276437,-0.757,0.308,15898,25,0.0016
2021_12_22_0.5354_14.6522,80.88973532733793,-0.306,0.27,25561,41,0.0016
2021_12_22_0.5354_14.6522,80.50393336114948,-0.306,0.27,25439,41,0.0016
2021_12_22_0.5354_14.6522,73.5026789488649,-0.306,0.27,23226,37,0.0016
2021_12_22_0.5354_14.6522,62.89742770466154,-0.306,0.27,19875,32,0.0016
2021_12_22_0.5354_14.6522,50.03766530839206,-0.453,0.271,15811,25,0.0016
2021_12_22_0.5354_14.6522,40.84024239967987,-0.453,0.271,12905,21,0.0016
2021_12_22_0.5354_14.6522,35.52676809089953,-0.453,0.271,11226,18,0.0016
2021_12_22_0.5354_14.6522,28.306351204683484,-0.453,0.271,8944,14,0.0016
2021_12_22_0.5354_14.6522,24.79161765180301,-0.453,0.271,7834,13,0.0016
2021_12_22_0.5354_14.6522,21.82678051044588,-0.453,0.271,6897,11,0.0016
2021_12_22_0.5354_14.6522,21.629924524435086,-0.85,0.272,4542,7,0.0016
2021_12_22_0.5354_14.6522,20.059247533476675,-0.85,0.272,4212,7,0.0016
2021_12_22_0.5354_14.6522,0.04325933639148,-0.85,0.272,9,0,0.0016
2021_12_22_0.5354_14.6522,7.39575140572583,-0.667,0.272,1553,2,0.0016
2021_12_22_0.5354_14.6522,25.36064098953485,-0.667,0.272,5325,9,0.0016
2021_12_22_0.5354_14.6522,28.442268405250736,-0.667,0.272,5972,10,0.0016
2021_12_22_0.5354_14.6522,36.82629924292448,0.046,0.271,15282,24,0.0016
2021_12_22_0.5354_14.6522,45.22369446160961,0.046,0.271,18767,30,0.0016
2021_12_22_0.5354_14.6522,52.97448913207014,0.046,0.271,21984,35,0.0016
2021_12_22_0.5354_14.6522,57.08060315535333,-0.406,0.27,18037,29,0.0016
2021_12_22_0.5354_14.6522,55.73585494403003,-0.757,0.308,11704,19,0.0016
2021_12_22_0.5354_14.6522,75.33933029789186,-0.757,0.308,15821,25,0.0016
2021_12_22_0.5354_14.6522,83.21656826646591,-0.757,0.308,17475,28,0.0016
2021_12_22_0.5354_14.6522,97.98474372317692,-0.398,0.321,30963,50,0.0016
2021_12_22_0.5354_14.6522,102.33693405636018,-0.398,0.321,32338,52,0.0016
2021_12_22_0.5354_14.6522,75.1141327581734,-0.398,0.321,23736,38,0.0016
2021_12_22_0.5354_14.6522,74.24281651410811,-0.398,0.321,23460,38,0.0016
2021_12_22_0.5354_14.6522,73.44322035562034,-0.453,0.271,23208,37,0.0016
2021_12_22_0.5354_14.6522,52.39504811894138,-0.453,0.271,16556,26,0.0016
2021_12_22_0.5354_14.6522,44.59884135985046,-0.453,0.271,14093,23,0.0016
2021_12_22_0.5354_14.6522,32.53150262319152,-0.453,0.271,10279,16,0.0016
2021_12_22_0.5354_14.6522,24.954651895144423,-0.453,0.271,7885,13,0.0016
2021_12_22_0.5354_14.6522,21.85400012951343,-0.453,0.271,6905,11,0.0016
2021_12_22_0.5354_14.6522,21.30807610849789,-0.85,0.272,4474,7,0.0016
2021_12_22_0.5354_14.6522,23.39356426689861,-0.85,0.272,4912,8,0.0016
2021_12_22_0.5354_14.6522,2.303763500954008,-0.85,0.272,483,1,0.0016
2021_12_22_0.5354_14.6522,8.755544053877534,-0.667,0.272,1838,3,0.0016
2021_12_22_0.5354_14.6522,24.527697540577236,-0.667,0.272,5150,8,0.0016
2021_12_22_0.5354_14.6522,26.85508627798322,-0.667,0.272,5639,9,0.0016
2021_12_22_0.5354_14.6522,29.63867049553394,0.046,0.271,12300,20,0.0016
2021_12_22_0.5354_14.6522,38.29187047201174,0.046,0.271,15891,25,0.0016
2021_12_22_0.5354_14.6522,52.15420517889396,0.046,0.271,21643,35,0.0016
2021_12_22_0.5354_14.6522,57.43407325660965,-0.593,0.271,18149,29,0.0016
2021_12_22_0.5354_14.6522,58.30356477767548,-0.757,0.308,12243,20,0.0016
2021_12_22_0.5354_14.6522,78.23470599569121,-0.757,0.308,16429,26,0.0016
2021_12_22_0.5354_14.6522,84.16157416607211,-0.757,0.308,17673,28,0.0016
2021_12_22_0.5354_14.6522,108.55216010419385,-0.398,0.321,34302,55,0.0016
2021_12_22_0.5354_14.6522,116.71604927369904,-0.398,0.321,36882,59,0.0016
2021_12_22_0.5354_14.6522,104.26626758825957,-0.398,0.321,32948,53,0.0016
