space_time_id,pop,rwi,error,lon_tile,lat_tile
2022_7_13_1.8685_12.8711,18.14343914276633,-0.762,0.288,209048.72791857712,1449689.7950684642
2022_7_13_1.8685_12.8711,18.075400267176963,-0.762,0.288,209976.39033814377,1449689.7950684642
2022_7_13_1.8685_12.8711,17.705445196023142,-0.504,0.273,210904.0527577104,1449689.7950684642
2022_7_13_1.8685_12.8711,17.626679470679253,-0.504,0.273,211831.715177277,1449689.7950684642
2022_7_13_1.8685_12.8711,18.729857663670533,-0.504,0.273,212759.37759684364,1449689.7950684642
2022_7_13_1.8685_12.8711,18.563485402743357,-0.439,0.274,213687.0400164103,1449689.7950684642
2022_7_13_1.8685_12.8711,18.507929751210213,-0.439,0.274,214614.7024359769,1449689.7950684642
2022_7_13_1.8685_12.8711,18.5948946965631,-0.191,0.274,215542.36485554354,1449689.7950684642
2022_7_13_1.8685_12.8711,15.502382219495871,-0.191,0.274,216441.48295156562,1449602.822581396
2022_7_13_1.8685_12.8711,0.347795944793197,-0.191,0.274,216965.56906653204,1449348.0243104286
2022_7_13_1.8685_12.8711,14.59246499838496,-0.538,0.272,198983.61379385242,1448549.3149563416
2022_7_13_1.8685_12.8711,23.566524363324103,-0.538,0.272,199772.1037229108,1448738.0832076787
2022_7_13_1.8685_12.8711,23.464090572484203,-0.606,0.272,200699.76614247743,1448738.0832076787
2022_7_13_1.8685_12.8711,23.69413425856641,-0.606,0.272,201627.42856204405,1448738.0832076787
2022_7_13_1.8685_12.8711,23.659782540970056,-0.606,0.272,202555.0909816107,1448738.0832076787
2022_7_13_1.8685_12.8711,18.262782505381953,-0.669,0.273,203482.75340117735,1448738.0832076787
2022_7_13_1.8685_12.8711,18.1285683240414,-0.669,0.273,204410.41582074398,1448738.0832076787
2022_7_13_1.8685_12.8711,18.142868068444486,-0.669,0.273,205338.0782403106,1448738.0832076787
2022_7_13_1.8685_12.8711,18.269152728307517,-0.961,0.273,206265.74065987725,1448738.0832076787
2022_7_13_1.8685_12.8711,18.220063450297605,-0.961,0.273,207193.4030794439,1448738.0832076787
2022_7_13_1.8685_12.8711,18.337450341738748,-0.762,0.288,208121.0654990105,1448738.0832076787
2022_7_13_1.8685_12.8711,18.689947797610145,-0.762,0.288,209048.72791857712,1448738.0832076787
2022_7_13_1.8685_12.8711,18.72810683057425,-0.762,0.288,209976.39033814377,1448738.0832076787
2022_7_13_1.8685_12.8711,18.850009962534177,-0.504,0.273,210904.0527577104,1448738.0832076787
2022_7_13_1.8685_12.8711,18.783088101713997,-0.504,0.273,211831.715177277,1448738.0832076787
2022_7_13_1.8685_12.8711,18.609217893441517,-0.504,0.273,212759.37759684364,1448738.0832076787
2022_7_13_1.8685_12.8711,18.3915509291393,-0.439,0.274,213687.0400164103,1448738.0832076787
2022_7_13_1.8685_12.8711,18.629037487368862,-0.439,0.274,214614.7024359769,1448738.0832076787
2022_7_13_1.8685_12.8711,18.701361324171966,-0.191,0.274,215542.36485554354,1448738.0832076787
2022_7_13_1.8685_12.8711,18.9091892156338,-0.191,0.274,216470.02727511016,1448738.0832076787
2022_7_13_1.8685_12.8711,6.701874825199705,-0.191,0.274,217137.9202523897,1448549.3149563416
2022_7_13_1.8685_12.8711,0.541394495562229,-0.723,0.272,198355.53606557564,1447510.7736913129
2022_7_13_1.8685_12.8711,22.746320663626573,-0.538,0.272,198857.05507743137,1447811.6918135877
2022_7_13_1.8685_12.8711,24.09026252681383,-0.538,0.272,199772.1037229108,1447786.403058514
2022_7_13_1.8685_12.8711,23.7863172035399,-0.598,0.272,200699.76614247743,1447786.403058514
2022_7_13_1.8685_12.8711,23.685430916664043,-0.598,0.272,201627.42856204405,1447786.403058514
2022_7_13_1.8685_12.8711,23.134511706342884,-0.598,0.272,202555.0909816107,1447786.403058514
2022_7_13_1.8685_12.8711,18.198194554917393,-0.669,0.273,203482.75340117735,1447786.403058514
2022_7_13_1.8685_12.8711,17.922261787447503,-0.669,0.273,204410.41582074398,1447786.403058514
2022_7_13_1.8685_12.8711,18.02177741909095,-0.669,0.273,205338.0782403106,1447786.403058514
2022_7_13_1.8685_12.8711,18.24712728343869,-0.961,0.273,206265.74065987725,1447786.403058514
2022_7_13_1.8685_12.8711,18.638040175970826,-0.961,0.273,207193.4030794439,1447786.403058514
2022_7_13_1.8685_12.8711,18.695835015647354,-0.762,0.288,208121.0654990105,1447786.403058514
2022_7_13_1.8685_12.8711,18.583384035742426,-0.762,0.288,209048.72791857712,1447786.403058514
2022_7_13_1.8685_12.8711,18.80151522812923,-0.762,0.288,209976.39033814377,1447786.403058514
2022_7_13_1.8685_12.8711,18.77653023756403,-0.504,0.273,210904.0527577104,1447786.403058514
2022_7_13_1.8685_12.8711,18.812120125727525,-0.504,0.273,211831.715177277,1447786.403058514
2022_7_13_1.8685_12.8711,18.403760846402438,-0.504,0.273,212759.37759684364,1447786.403058514
2022_7_13_1.8685_12.8711,18.513325704605116,-0.439,0.274,213687.0400164103,1447786.403058514
2022_7_13_1.8685_12.8711,18.61490573835454,-0.439,0.274,214614.7024359769,1447786.403058514
2022_7_13_1.8685_12.8711,18.694919000358354,-0.349,0.274,215542.36485554354,1447786.403058514
2022_7_13_1.8685_12.8711,18.710769095800494,-0.349,0.274,216470.02727511016,1447786.403058514
2022_7_13_1.8685_12.8711,13.295842178538985,-0.349,0.274,217289.552996796,1447611.48903133
2022_7_13_1.8685_12.8711,5.09396174684298,-0.723,0.272,198264.306099511,1446659.7009448092
2022_7_13_1.8685_12.8711,24.095697407818456,-0.538,0.272,198844.44130334418,1446834.7545987258
2022_7_13_1.8685_12.8711,24.167878356936612,-0.538,0.272,199772.1037229108,1446834.7545987258
2022_7_13_1.8685_12.8711,24.14542325902215,-0.598,0.272,200699.76614247743,1446834.7545987258
2022_7_13_1.8685_12.8711,23.722733318255845,-0.598,0.272,201627.42856204405,1446834.7545987258
2022_7_13_1.8685_12.8711,23.675709958967566,-0.598,0.272,202555.0909816107,1446834.7545987258
2022_7_13_1.8685_12.8711,18.680013060555606,-0.598,0.272,203482.75340117735,1446834.7545987258
2022_7_13_1.8685_12.8711,18.14137695584026,-0.669,0.273,204410.41582074398,1446834.7545987258
2022_7_13_1.8685_12.8711,18.014103898992232,-0.669,0.273,205338.0782403106,1446834.7545987258
2022_7_13_1.8685_12.8711,18.197379996981553,-0.961,0.273,206265.74065987725,1446834.7545987258
2022_7_13_1.8685_12.8711,18.309192442771337,-0.961,0.273,207193.4030794439,1446834.7545987258
2022_7_13_1.8685_12.8711,18.603301017519666,-0.762,0.288,208121.0654990105,1446834.7545987258
2022_7_13_1.8685_12.8711,18.494873000855367,-0.762,0.288,209048.72791857712,1446834.7545987258
2022_7_13_1.8685_12.8711,18.39273732828927,-0.762,0.288,209976.39033814377,1446834.7545987258
2022_7_13_1.8685_12.8711,18.380681351902922,-0.504,0.273,210904.0527577104,1446834.7545987258
2022_7_13_1.8685_12.8711,18.481259513553905,-0.504,0.273,211831.715177277,1446834.7545987258
2022_7_13_1.8685_12.8711,18.301281971115813,-0.504,0.273,212759.37759684364,1446834.7545987258
2022_7_13_1.8685_12.8711,18.48568957973679,-0.439,0.274,213687.0400164103,1446834.7545987258
2022_7_13_1.8685_12.8711,18.5105373511782,-0.349,0.274,214614.7024359769,1446834.7545987258
2022_7_13_1.8685_12.8711,18.57405853960381,-0.349,0.274,215542.36485554354,1446834.7545987258
2022_7_13_1.8685_12.8711,18.663688662363054,-0.349,0.274,216470.02727511016,1446834.7545987258
2022_7_13_1.8685_12.8711,17.62485376858958,-0.349,0.274,217384.38980637773,1446781.140554641
2022_7_13_1.8685_12.8711,0.092720387938085,-0.349,0.274,217870.52783503017,1446480.377898228
2022_7_13_1.8685_12.8711,8.384869172397147,-0.723,0.272,198207.46293544257,1445698.534554056
2022_7_13_1.8685_12.8711,24.01648916477167,-0.538,0.272,198844.44130334418,1445883.1378060759
2022_7_13_1.8685_12.8711,24.070862166807718,-0.538,0.272,199772.1037229108,1445883.1378060759
2022_7_13_1.8685_12.8711,24.163986435119508,-0.598,0.272,200699.76614247743,1445883.1378060759
2022_7_13_1.8685_12.8711,23.97219839530107,-0.598,0.272,201627.42856204405,1445883.1378060759
2022_7_13_1.8685_12.8711,23.80819710965961,-0.598,0.272,202555.0909816107,1445883.1378060759
2022_7_13_1.8685_12.8711,19.742782654227344,-0.598,0.272,203482.75340117735,1445883.1378060759
2022_7_13_1.8685_12.8711,18.28807880774609,-0.378,0.273,204410.41582074398,1445883.1378060759
2022_7_13_1.8685_12.8711,18.121762380190244,-0.378,0.273,205338.0782403106,1445883.1378060759
2022_7_13_1.8685_12.8711,18.396466175287607,-0.378,0.273,206265.74065987725,1445883.1378060759
2022_7_13_1.8685_12.8711,18.406115686780673,-0.378,0.273,207193.4030794439,1445883.1378060759
2022_7_13_1.8685_12.8711,18.385887239548435,-0.630,0.329,208121.0654990105,1445883.1378060759
2022_7_13_1.8685_12.8711,18.296086673155926,-0.630,0.329,209048.72791857712,1445883.1378060759
2022_7_13_1.8685_12.8711,18.245510503858053,-0.630,0.329,209976.39033814377,1445883.1378060759
2022_7_13_1.8685_12.8711,18.137195537117044,-0.630,0.329,210904.0527577104,1445883.1378060759
2022_7_13_1.8685_12.8711,18.249176004908197,-0.630,0.329,211831.715177277,1445883.1378060759
2022_7_13_1.8685_12.8711,18.356450420592445,-0.504,0.273,212759.37759684364,1445883.1378060759
2022_7_13_1.8685_12.8711,18.534795483657625,-0.349,0.274,213687.0400164103,1445883.1378060759
2022_7_13_1.8685_12.8711,18.32285981610837,-0.349,0.274,214614.7024359769,1445883.1378060759
2022_7_13_1.8685_12.8711,18.47299382262565,-0.349,0.274,215542.36485554354,1445883.1378060759
2022_7_13_1.8685_12.8711,18.61822983072467,-0.349,0.274,216470.02727511016,1445883.1378060759
2022_7_13_1.8685_12.8711,18.280212376460398,-0.349,0.274,217397.68969467678,1445883.1378060759
2022_7_13_1.8685_12.8711,1.679710822920939,-0.633,0.274,217914.0711107996,1445698.534554056
2022_7_13_1.8685_12.8711,9.549031984872846,-0.789,0.272,198197.3407886356,1444732.6641869785
2022_7_13_1.8685_12.8711,23.783079800326842,-0.538,0.272,198844.44130334418,1444931.552658326
2022_7_13_1.8685_12.8711,23.84135882449583,-0.538,0.272,199772.1037229108,1444931.552658326
2022_7_13_1.8685_12.8711,23.937259758731262,-0.671,0.273,200699.76614247743,1444931.552658326
2022_7_13_1.8685_12.8711,24.061848977844218,-0.671,0.273,201627.42856204405,1444931.552658326
2022_7_13_1.8685_12.8711,23.810427873060895,-0.671,0.273,202555.0909816107,1444931.552658326
2022_7_13_1.8685_12.8711,20.587806950059367,-0.671,0.273,203482.75340117735,1444931.552658326
2022_7_13_1.8685_12.8711,17.992582098385387,-0.378,0.273,204410.41582074398,1444931.552658326
2022_7_13_1.8685_12.8711,18.036383127267268,-0.378,0.273,205338.0782403106,1444931.552658326
2022_7_13_1.8685_12.8711,18.022696463274546,-0.378,0.273,206265.74065987725,1444931.552658326
2022_7_13_1.8685_12.8711,18.179124139284365,-0.378,0.273,207193.4030794439,1444931.552658326
2022_7_13_1.8685_12.8711,18.184513610490896,-0.630,0.329,208121.0654990105,1444931.552658326
2022_7_13_1.8685_12.8711,18.3450595765907,-0.630,0.329,209048.72791857712,1444931.552658326
2022_7_13_1.8685_12.8711,18.243073809821666,-0.630,0.329,209976.39033814377,1444931.552658326
2022_7_13_1.8685_12.8711,18.14997957614887,-0.630,0.329,210904.0527577104,1444931.552658326
2022_7_13_1.8685_12.8711,17.02205299283936,-0.630,0.329,211831.715177277,1444931.552658326
2022_7_13_1.8685_12.8711,16.52396887312842,-0.341,0.275,212759.37759684364,1444931.552658326
2022_7_13_1.8685_12.8711,16.730907057171088,-0.700,0.274,213687.0400164103,1444931.552658326
2022_7_13_1.8685_12.8711,16.17960169882958,-0.700,0.274,214614.7024359769,1444931.552658326
2022_7_13_1.8685_12.8711,15.314306185719145,-0.700,0.274,215542.36485554354,1444931.552658326
2022_7_13_1.8685_12.8711,13.922233216967493,-0.700,0.274,216470.02727511016,1444931.552658326
2022_7_13_1.8685_12.8711,12.46028653692993,-0.700,0.274,217397.68969467678,1444931.552658326
2022_7_13_1.8685_12.8711,1.455800143840771,-0.633,0.274,217924.19325760653,1444732.6641869785
2022_7_13_1.8685_12.8711,8.065519200491934,-0.789,0.272,198234.09051940194,1443766.8096256764
2022_7_13_1.8685_12.8711,23.245783239530407,-0.789,0.272,198844.44130334418,1443979.9991332428
2022_7_13_1.8685_12.8711,23.677776844823534,-0.671,0.273,199772.1037229108,1443979.9991332428
2022_7_13_1.8685_12.8711,23.690823275626585,-0.671,0.273,200699.76614247743,1443979.9991332428
2022_7_13_1.8685_12.8711,23.664626029105783,-0.671,0.273,201627.42856204405,1443979.9991332428
2022_7_13_1.8685_12.8711,23.73685533970788,-0.671,0.273,202555.0909816107,1443979.9991332428
2022_7_13_1.8685_12.8711,21.7617529984891,-0.671,0.273,203482.75340117735,1443979.9991332428
2022_7_13_1.8685_12.8711,18.086617720886554,-0.472,0.273,204410.41582074398,1443979.9991332428
2022_7_13_1.8685_12.8711,18.092746125598907,-0.378,0.273,205338.0782403106,1443979.9991332428
2022_7_13_1.8685_12.8711,18.06557405865942,-0.378,0.273,206265.74065987725,1443979.9991332428
2022_7_13_1.8685_12.8711,18.261154350384388,-0.378,0.273,207193.4030794439,1443979.9991332428
2022_7_13_1.8685_12.8711,18.059738605159666,-0.630,0.329,208121.0654990105,1443979.9991332428
2022_7_13_1.8685_12.8711,18.063075555199536,-0.630,0.329,209048.72791857712,1443979.9991332428
2022_7_13_1.8685_12.8711,18.280979066180187,-0.630,0.329,209976.39033814377,1443979.9991332428
2022_7_13_1.8685_12.8711,18.17015595853531,-0.630,0.329,210904.0527577104,1443979.9991332428
2022_7_13_1.8685_12.8711,17.478836550737586,-0.341,0.275,211831.715177277,1443979.9991332428
2022_7_13_1.8685_12.8711,13.658066638005822,-0.341,0.275,212759.37759684364,1443979.9991332428
2022_7_13_1.8685_12.8711,11.319297353161001,-0.700,0.274,213687.0400164103,1443979.9991332428
2022_7_13_1.8685_12.8711,9.996588106234695,-0.700,0.274,214614.7024359769,1443979.9991332428
2022_7_13_1.8685_12.8711,8.982880096169344,-0.700,0.274,215542.36485554354,1443979.9991332428
2022_7_13_1.8685_12.8711,8.549855268929795,-0.700,0.274,216470.02727511016,1443979.9991332428
2022_7_13_1.8685_12.8711,8.586363051291578,-0.700,0.274,217397.68969467678,1443979.9991332428
2022_7_13_1.8685_12.8711,0.68712423507438,-0.633,0.274,217887.4435268402,1443766.8096256764
2022_7_13_1.8685_12.8711,4.32720684072128,-0.591,0.272,198318.29507791347,1442805.6906522529
2022_7_13_1.8685_12.8711,23.640420239503232,-0.950,0.273,198844.44130334418,1443028.4772085976
2022_7_13_1.8685_12.8711,23.66147162097859,-0.950,0.273,199772.1037229108,1443028.4772085976
2022_7_13_1.8685_12.8711,22.007342149179454,-0.453,0.273,200699.76614247743,1443028.4772085976
2022_7_13_1.8685_12.8711,18.75997126239381,-0.453,0.273,201627.42856204405,1443028.4772085976
2022_7_13_1.8685_12.8711,18.00597522510128,-0.453,0.273,202555.0909816107,1443028.4772085976
2022_7_13_1.8685_12.8711,17.55749695781707,-0.472,0.273,203482.75340117735,1443028.4772085976
2022_7_13_1.8685_12.8711,17.48825165071182,-0.472,0.273,204410.41582074398,1443028.4772085976
2022_7_13_1.8685_12.8711,17.93793198824228,-0.472,0.273,205338.0782403106,1443028.4772085976
2022_7_13_1.8685_12.8711,17.954739085272674,-0.574,0.274,206265.74065987725,1443028.4772085976
2022_7_13_1.8685_12.8711,18.22326541624123,-0.574,0.274,207193.4030794439,1443028.4772085976
2022_7_13_1.8685_12.8711,18.216258390513104,-0.630,0.329,208121.0654990105,1443028.4772085976
2022_7_13_1.8685_12.8711,18.085207479976383,-0.630,0.329,209048.72791857712,1443028.4772085976
2022_7_13_1.8685_12.8711,18.096441954430965,-0.630,0.329,209976.39033814377,1443028.4772085976
2022_7_13_1.8685_12.8711,17.93575176279309,-0.341,0.275,210904.0527577104,1443028.4772085976
2022_7_13_1.8685_12.8711,17.96087065367667,-0.341,0.275,211831.715177277,1443028.4772085976
2022_7_13_1.8685_12.8711,14.101715037433399,-0.341,0.275,212759.37759684364,1443028.4772085976
2022_7_13_1.8685_12.8711,8.936492419939032,-0.341,0.275,213687.0400164103,1443028.4772085976
2022_7_13_1.8685_12.8711,8.620180429494443,-0.694,0.275,214614.7024359769,1443028.4772085976
2022_7_13_1.8685_12.8711,8.563505511046426,-0.694,0.275,215542.36485554354,1443028.4772085976
2022_7_13_1.8685_12.8711,8.524806930225985,-0.694,0.275,216470.02727511016,1443028.4772085976
2022_7_13_1.8685_12.8711,7.825972170409023,-0.694,0.275,217339.40775854533,1442805.6906522529
2022_7_13_1.8685_12.8711,0.005418986280029,-0.717,0.275,217864.7447994668,1443460.7629304025
2022_7_13_1.8685_12.8711,0.201082478994338,-0.591,0.272,198365.29366550385,1442430.4315761635
2022_7_13_1.8685_12.8711,21.58969912477831,-0.950,0.273,198914.88300207962,1441853.9815946196
2022_7_13_1.8685_12.8711,22.116836873073446,-0.950,0.273,199772.1037229108,1442076.986862165
2022_7_13_1.8685_12.8711,14.499226996631046,-0.453,0.273,200699.76614247743,1442076.986862165
2022_7_13_1.8685_12.8711,11.221638672104197,-0.453,0.273,201627.42856204405,1442076.986862165
2022_7_13_1.8685_12.8711,11.539141357215208,-0.453,0.273,202555.0909816107,1442076.986862165
2022_7_13_1.8685_12.8711,12.467892477628379,-0.472,0.273,203482.75340117735,1442076.986862165
2022_7_13_1.8685_12.8711,13.493713442528108,-0.472,0.273,204410.41582074398,1442076.986862165
2022_7_13_1.8685_12.8711,14.059410987557555,-0.472,0.273,205338.0782403106,1442076.986862165
2022_7_13_1.8685_12.8711,13.942318246466455,-0.574,0.274,206265.74065987725,1442076.986862165
2022_7_13_1.8685_12.8711,14.265753641682078,-0.574,0.274,207193.4030794439,1442076.986862165
2022_7_13_1.8685_12.8711,16.619664121022186,-0.574,0.274,208121.0654990105,1442076.986862165
2022_7_13_1.8685_12.8711,18.320308132948124,-0.630,0.329,209048.72791857712,1442076.986862165
2022_7_13_1.8685_12.8711,18.06864438847379,-0.341,0.275,209976.39033814377,1442076.986862165
