space_time_id,GID_0,NAME_0,GID_2,NAME_1,year,month,day,country,admin1,location,infra_cate,infra,sub_event_,damage_inf,severity_i,notes,fatalities,actor1,assoc_acto,inter1,actor2,assoc_ac_1,inter2,source,radio,mcc,net,ran_usd,tower_usd,power_usd,backhaul_usd,labor_usd,total_usd
2021_8_19_-4.3618_12.7903,MLI,Mali,MLI.7.7_1,Ségou,2021,8,19,Mali,Segou,Mafoune,communications,antenna,Looting/property destruction,arson,burned,"Property destruction: On 19 August 2021, presumed Katiba Macina (JNIM) militants burned the residence of the subprefect and a telecommunications antenna in the town of Mafoune (Tominian, Segou).",0,Katiba Macina,JNIM: Group for Support of Islam and Muslims,Rebel Groups,Civilians (Mali),Government of Mali (2021-),Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,,,40000,15000,5000,30000,1000,91000
2022_8_16_-1.9231_16.8778,MLI,Mali,MLI.9.3_1,Timbuktu,2022,8,16,Mali,Tombouctou,Gourma-Rharous,communications,installation,Looting/property destruction,destruction,destroyed,"Property destruction: On 16 August 2022, presumed JNIM militants destroyed a telecommunications installation near the town of Gourma-Rharous (Gourma-Rharous, Tombouctou).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Mali),,Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,,,40000,15000,5000,30000,1000,91000
2021_9_27_-4.2628_15.3684,MLI,Mali,MLI.6.8_1,Mopti,2021,9,27,Mali,Mopti,Youwarou,communications,antenna,Looting/property destruction,destruction,destroyed,"Property destruction: Around 27 September 2021 (week of), presumed Katiba Macina (JNIM) militants destroyed telecommunication antennas and mausoleums in the cercle of Youwarou (Youwarou, Mopti).",0,Katiba Macina,JNIM: Group for Support of Islam and Muslims,Rebel Groups,Civilians (Mali),Sufi Muslim Group (Mali),Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,610.0,2.0,40000,15000,5000,30000,1000,91000
2021_7_22_-4.2628_15.3684,MLI,Mali,MLI.6.8_1,Mopti,2021,7,22,Mali,Mopti,Youwarou,communications,antenna,Looting/property destruction,sabotage,disruption,"Property destruction: Around 22 July 2021 (as reported), presumed Katiba Macina (JNIM) militants sabotaged the two telecommunications antennas in the cercle of Youwarou (Youwarou, Mopti). The cercle has been without network ever since.",0,Katiba Macina,JNIM: Group for Support of Islam and Muslims,Rebel Groups,Civilians (Mali),,Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,610.0,2.0,40000,15000,5000,30000,1000,91000
2022_3_10_-3.2359_16.09,MLI,Mali,MLI.9.1_1,Timbuktu,2022,3,10,Mali,Tombouctou,Sareyamou,communications,antenna,Looting/property destruction,destruction,destroyed,"Property destruction: On 10 March 2022, presumed JNIM militants destroyed telecommunications antennas in the village of Sareyamou (Dire, Tombouctou).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Mali),,Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,,,40000,15000,5000,30000,1000,91000
2022_3_5_-3.2359_16.09,MLI,Mali,MLI.9.1_1,Timbuktu,2022,3,5,Mali,Tombouctou,Sareyamou,communications,antenna,Looting/property destruction,sabotage,unknown,"Property destruction: On 5 March 2022, presumed JNIM militants sabotaged a telecommunications antenna and seized materiel in the village of Sareyamou (Dire, Tombouctou).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Mali),,Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,,,40000,15000,5000,30000,1000,91000
2020_5_23_-0.0447_16.2717,MLI,Mali,MLI.2.3_1,Gao,2020,5,23,Mali,Gao,Gao,communications,radio station,Attack on civilians,vac,unknown,"On 23 May 2020, a group of youths equipped with batons and machetes entered a local radio station in Gao (Gao) and assaulted and severely wounded a well-known local radio personality and his nephew. The incident is believed to be linked to a judicial dis",0,Unidentified Communal Militia (Mali),,Identity Militias,Civilians (Mali),Journalists (Mali),Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,UMTS,610.0,2.0,40000,15000,5000,30000,1000,91000
2012_8_6_-0.0447_16.2717,MLI,Mali,MLI.2.3_1,Gao,2012,8,6,Mali,Gao,Gao,communications,radio station,Attack on civilians,vac,unknown,"MUJAO rebels burst into a radio studio and allegedly took Mr. Akoumega, the editor outside the city to be subjected to severe torture.",0,MUJAO: Movement for Unity and Jihad in West Africa,,Rebel Groups,Civilians (Mali),Journalists (Mali),Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,UMTS,610.0,1.0,40000,15000,5000,30000,1000,91000
2022_9_7_1.5167_16.5333,MLI,Mali,MLI.2.4_1,Gao,2022,9,7,Mali,Gao,Talataye,communications,other,Attack on civilians,arson,burned,"Around 7 September 2022 (between 6 - 8 September), IS Sahel militants killed at least thirty civilians from the Dawsahak, Tuareg, Djerma, and Songhai communities in the village of Talataye (Ansongo, Gao). The militants also destroyed and burned houses, t",30,Islamic State (West Africa) - Greater Sahara Faction,,Rebel Groups,Civilians (Mali),Dawsahak Ethnic Group (Mali); Tuareg Ethnic Group (Mali); Songhai Ethnic Group (Mali); Djerma Ethnic Group (Mali); Labour Group (Mali); Health Workers (Mali),Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,,,40000,15000,5000,30000,1000,91000
2021_3_16_-2.8059_14.3467,MLI,Mali,MLI.6.5_1,Mopti,2021,3,16,Mali,Mopti,Dounapen,communications,antenna,Looting/property destruction,sabotage,unknown,"Property destruction: Around 16 March 2021 (as reported), presumed Katiba Macina (JNIM) militants sabotaged a telecommunications antenna in the village of Dounapen (Koro, Mopti).",0,Katiba Macina,JNIM: Group for Support of Islam and Muslims,Rebel Groups,Civilians (Mali),,Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,,,40000,15000,5000,30000,1000,91000
