space_time_id,pop,rwi,error,lon_tile,lat_tile
2022_1_19_-4.9589_12.1623,28.066336749041792,-0.763,0.271,-559983.4179021596,1362262.2651732366
2022_1_19_-4.9589_12.1623,26.87083719795208,-0.763,0.271,-559055.755482593,1362262.2651732366
2022_1_19_-4.9589_12.1623,26.590488837674364,-0.763,0.271,-558128.0930630263,1362262.2651732366
2022_1_19_-4.9589_12.1623,28.12546985868552,-0.626,0.273,-557200.4306434597,1362262.2651732366
2022_1_19_-4.9589_12.1623,37.49568360843501,-0.626,0.273,-556272.768223893,1362262.2651732366
2022_1_19_-4.9589_12.1623,47.003444799247674,-0.626,0.273,-555345.1058043265,1362262.2651732366
2022_1_19_-4.9589_12.1623,51.779727810391876,-0.444,0.269,-554417.4433847598,1362262.2651732366
2022_1_19_-4.9589_12.1623,73.68074782489921,-0.444,0.269,-553489.7809651932,1362262.2651732366
2022_1_19_-4.9589_12.1623,134.85027282031282,-0.793,0.274,-552562.1185456265,1362262.2651732366
2022_1_19_-4.9589_12.1623,66.71165732984039,-0.793,0.274,-551634.4561260599,1362262.2651732366
2022_1_19_-4.9589_12.1623,44.03703117869556,-0.793,0.274,-550706.7937064932,1362262.2651732366
2022_1_19_-4.9589_12.1623,38.18255782632475,-0.446,0.267,-549779.1312869266,1362262.2651732366
2022_1_19_-4.9589_12.1623,31.583114746115434,-0.446,0.267,-548851.4688673599,1362262.2651732366
2022_1_19_-4.9589_12.1623,30.162385541637093,-0.446,0.267,-547923.8064477934,1362262.2651732366
2022_1_19_-4.9589_12.1623,29.87800934688932,-0.841,0.265,-546996.1440282267,1362262.2651732366
2022_1_19_-4.9589_12.1623,29.863758301040715,-0.841,0.265,-546068.4816086602,1362262.2651732366
2022_1_19_-4.9589_12.1623,30.807500568638375,-0.638,0.262,-545140.8191890935,1362262.2651732366
2022_1_19_-4.9589_12.1623,31.826497357528098,-0.638,0.262,-544213.1567695269,1362262.2651732366
2022_1_19_-4.9589_12.1623,35.781246527677396,-0.638,0.262,-543285.4943499602,1362262.2651732366
2022_1_19_-4.9589_12.1623,25.34338036415091,-0.768,0.275,-542499.3691906999,1362485.296615963
2022_1_19_-4.9589_12.1623,11.60200876494929,-0.476,0.260,-561514.9482524008,1361534.8738849857
2022_1_19_-4.9589_12.1623,40.86859511408812,-0.476,0.260,-560911.0803217262,1361313.3781090286
2022_1_19_-4.9589_12.1623,32.79849783111892,-0.763,0.271,-559983.4179021596,1361313.3781090286
2022_1_19_-4.9589_12.1623,34.03781985687547,-0.763,0.271,-559055.755482593,1361313.3781090286
2022_1_19_-4.9589_12.1623,36.99969490225362,-0.763,0.271,-558128.0930630263,1361313.3781090286
2022_1_19_-4.9589_12.1623,36.525355423145896,-0.626,0.273,-557200.4306434597,1361313.3781090286
2022_1_19_-4.9589_12.1623,34.89525333849905,-0.626,0.273,-556272.768223893,1361313.3781090286
2022_1_19_-4.9589_12.1623,39.65355014712907,-0.626,0.273,-555345.1058043265,1361313.3781090286
