GID_0,NAME_0,GID_1,NAME_1,year,month,day,country,admin1,location,infra_cate,infra,sub_event_,damage_inf,severity_i,notes,fatalities,actor1,assoc_acto,inter1,actor2,assoc_ac_1,inter2,latitude,longitude,coordinate,source,radio,mcc,net,area,distance_to_event_m
BFA,Burkina Faso,GID_1,NAME_1,2021,9,16,Burkina Faso,Boucle du Mouhoun,Baye,communications,antenna,Looting/property destruction,arson,burned,"Property destruction: On 16 September 2021, unknown gunmen burned a telecommunications antenna in the village of Baye (Solenzo, Banwa).",0,Unidentified Armed Group (Burkina Faso),,Political Militias,Civilians (Burkina Faso),,Civilians,12.0593,-4.078,"12.0593,-4.078",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,,,,,
BFA,Burkina Faso,GID_1,NAME_1,2021,9,16,Burkina Faso,Boucle du Mouhoun,Baye,communications,antenna,Looting/property destruction,arson,burned,"Property destruction: On 16 September 2021, unknown gunmen burned a telecommunications antenna in the village of Baye (Solenzo, Banwa).",0,Unidentified Armed Group (Burkina Faso),,Political Militias,Civilians (Burkina Faso),,Civilians,12.0593,-4.078,"12.0593,-4.078",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,,,,,
BFA,Burkina Faso,GID_1,NAME_1,2022,11,26,Burkina Faso,Sud-Ouest,Lokosso-Gan,communications,antenna,Attack on civilians,destruction,destroyed,"On 26 November 2022, presumed JNIM militants killed a volunteer fighter (VDP) recruit (assumed off-duty) and destroyed telecommunications antennas in the village of Lokosso-Gan (Loropeni, Poni).",1,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),VDP: Volunteer for Defense of Homeland,Civilians,10.3116,-3.6664,"10.3116,-3.6664",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,,,,,
BFA,Burkina Faso,GID_1,NAME_1,2022,11,26,Burkina Faso,Sud-Ouest,Lokosso-Gan,communications,antenna,Attack on civilians,destruction,destroyed,"On 26 November 2022, presumed JNIM militants killed a volunteer fighter (VDP) recruit (assumed off-duty) and destroyed telecommunications antennas in the village of Lokosso-Gan (Loropeni, Poni).",1,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),VDP: Volunteer for Defense of Homeland,Civilians,10.3116,-3.6664,"10.3116,-3.6664",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,,,,,
BFA,Burkina Faso,GID_1,NAME_1,2022,11,26,Burkina Faso,Sud-Ouest,Lokosso-Gan,communications,antenna,Attack on civilians,destruction,destroyed,"On 26 November 2022, presumed JNIM militants killed a volunteer fighter (VDP) recruit (assumed off-duty) and destroyed telecommunications antennas in the village of Lokosso-Gan (Loropeni, Poni).",1,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),VDP: Volunteer for Defense of Homeland,Civilians,10.3116,-3.6664,"10.3116,-3.6664",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,,,,,
BFA,Burkina Faso,GID_1,NAME_1,2022,8,19,Burkina Faso,Boucle du Mouhoun,Yasso,communications,antenna,Looting/property destruction,arson,burned,"Property destruction: On 19 August 2022, presumed JNIM militants burned two telecommunications antennas in the village of Yasso (Balave, Banwa).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,12.3667,-4.0284,"12.3667,-4.0284",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,,,,,
BFA,Burkina Faso,GID_1,NAME_1,2022,8,19,Burkina Faso,Boucle du Mouhoun,Yasso,communications,antenna,Looting/property destruction,arson,burned,"Property destruction: On 19 August 2022, presumed JNIM militants burned two telecommunications antennas in the village of Yasso (Balave, Banwa).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,12.3667,-4.0284,"12.3667,-4.0284",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,,,,,
BFA,Burkina Faso,GID_1,NAME_1,2022,8,19,Burkina Faso,Boucle du Mouhoun,Yasso,communications,antenna,Looting/property destruction,arson,burned,"Property destruction: On 19 August 2022, presumed JNIM militants burned two telecommunications antennas in the village of Yasso (Balave, Banwa).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,12.3667,-4.0284,"12.3667,-4.0284",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,,,,,
BFA,Burkina Faso,GID_1,NAME_1,2022,10,6,Burkina Faso,Sud-Ouest,Nahirindon,communications,antenna,Looting/property destruction,ransacking,unknown,"Property destruction: On 6 October 2022, presumed JNIM militants vandalized telecommunications antennas in the village of Nahirindon (Gbondjigui, Bougouriba).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,11.1344,-3.4779,"11.1344,-3.4779",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,,,,,
BFA,Burkina Faso,GID_1,NAME_1,2022,10,6,Burkina Faso,Sud-Ouest,Nahirindon,communications,antenna,Looting/property destruction,ransacking,unknown,"Property destruction: On 6 October 2022, presumed JNIM militants vandalized telecommunications antennas in the village of Nahirindon (Gbondjigui, Bougouriba).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,11.1344,-3.4779,"11.1344,-3.4779",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,,,,,
BFA,Burkina Faso,GID_1,NAME_1,2022,10,6,Burkina Faso,Sud-Ouest,Nahirindon,communications,antenna,Looting/property destruction,ransacking,unknown,"Property destruction: On 6 October 2022, presumed JNIM militants vandalized telecommunications antennas in the village of Nahirindon (Gbondjigui, Bougouriba).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,11.1344,-3.4779,"11.1344,-3.4779",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,,,,,
BFA,Burkina Faso,GID_1,NAME_1,2022,9,3,Burkina Faso,Nord,Posso,communications,installation,Looting/property destruction,gunfire,damaged,"Property destruction: On 3 September 2022, presumed JNIM militants damaged telecommunications installations by riddling them with bullets in the village of Posso (Boussou, Zondoma).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,13.1,-2.6316,"13.1,-2.6316",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,,,,,
BFA,Burkina Faso,GID_1,NAME_1,2022,9,3,Burkina Faso,Nord,Posso,communications,installation,Looting/property destruction,gunfire,damaged,"Property destruction: On 3 September 2022, presumed JNIM militants damaged telecommunications installations by riddling them with bullets in the village of Posso (Boussou, Zondoma).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,13.1,-2.6316,"13.1,-2.6316",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,,,,,
BFA,Burkina Faso,GID_1,NAME_1,2022,9,3,Burkina Faso,Nord,Posso,communications,installation,Looting/property destruction,gunfire,damaged,"Property destruction: On 3 September 2022, presumed JNIM militants damaged telecommunications installations by riddling them with bullets in the village of Posso (Boussou, Zondoma).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,13.1,-2.6316,"13.1,-2.6316",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,,,,,
BFA,Burkina Faso,GID_1,NAME_1,2022,2,21,Burkina Faso,Nord,Zogore,communications,antenna,Looting/property destruction,destruction,destroyed,"Property destruction: On 21 February 2022, presumed JNIM militants destroyed telecommunications antennas in Zogore (Zogore, Yatenga).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,13.3978,-2.5921,"13.3978,-2.5921",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,613.0,2.0,302.0,2581.532152852464
BFA,Burkina Faso,GID_1,NAME_1,2022,2,21,Burkina Faso,Nord,Zogore,communications,antenna,Looting/property destruction,destruction,destroyed,"Property destruction: On 21 February 2022, presumed JNIM militants destroyed telecommunications antennas in Zogore (Zogore, Yatenga).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,13.3978,-2.5921,"13.3978,-2.5921",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,613.0,2.0,302.0,4881.561233653278
BFA,Burkina Faso,GID_1,NAME_1,2022,2,21,Burkina Faso,Nord,Zogore,communications,antenna,Looting/property destruction,destruction,destroyed,"Property destruction: On 21 February 2022, presumed JNIM militants destroyed telecommunications antennas in Zogore (Zogore, Yatenga).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,13.3978,-2.5921,"13.3978,-2.5921",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,613.0,2.0,302.0,9610.02238169517
BFA,Burkina Faso,GID_1,NAME_1,2021,8,3,Burkina Faso,Est,Bartiebougou,communications,antenna,Looting/property destruction,ransacking,unknown,"Property destruction: On 3 August 2021, presumed JNIM militants vandalized a telecommunications antenna in the village of Bartiebougou (Bartiebougou, Komandjari).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,12.8801,0.7953,"12.8801,0.7953",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,,,,,
BFA,Burkina Faso,GID_1,NAME_1,2021,8,3,Burkina Faso,Est,Bartiebougou,communications,antenna,Looting/property destruction,ransacking,unknown,"Property destruction: On 3 August 2021, presumed JNIM militants vandalized a telecommunications antenna in the village of Bartiebougou (Bartiebougou, Komandjari).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,12.8801,0.7953,"12.8801,0.7953",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,,,,,
BFA,Burkina Faso,GID_1,NAME_1,2021,8,3,Burkina Faso,Est,Bartiebougou,communications,antenna,Looting/property destruction,ransacking,unknown,"Property destruction: On 3 August 2021, presumed JNIM militants vandalized a telecommunications antenna in the village of Bartiebougou (Bartiebougou, Komandjari).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,12.8801,0.7953,"12.8801,0.7953",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,,,,,
BFA,Burkina Faso,GID_1,NAME_1,2022,2,22,Burkina Faso,Centre-Est,Kiouguen,communications,antenna,Looting/property destruction,sabotage,unknown,"Property destruction: On 22 February 2022, presumed JNIM militants sabotaged a telecommunications antenna in the village of Kiouguen (Sangha, Koulpelogo).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,11.3051,0.1141,"11.3051,0.1141",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,,,,,
BFA,Burkina Faso,GID_1,NAME_1,2022,2,22,Burkina Faso,Centre-Est,Kiouguen,communications,antenna,Looting/property destruction,sabotage,unknown,"Property destruction: On 22 February 2022, presumed JNIM militants sabotaged a telecommunications antenna in the village of Kiouguen (Sangha, Koulpelogo).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,11.3051,0.1141,"11.3051,0.1141",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,,,,,
BFA,Burkina Faso,GID_1,NAME_1,2022,2,22,Burkina Faso,Centre-Est,Kiouguen,communications,antenna,Looting/property destruction,sabotage,unknown,"Property destruction: On 22 February 2022, presumed JNIM militants sabotaged a telecommunications antenna in the village of Kiouguen (Sangha, Koulpelogo).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,11.3051,0.1141,"11.3051,0.1141",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,,,,,
BFA,Burkina Faso,GID_1,NAME_1,2022,2,20,Burkina Faso,Nord,Tangaye,communications,antenna,Looting/property destruction,arson,burned,"Property destruction: On 20 February 2022, presumed JNIM militants burned telecommunications antennas in the town of Tangaye (Tangaye, Yatenga).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,13.5407,-2.5458,"13.5407,-2.5458",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,,,,,
BFA,Burkina Faso,GID_1,NAME_1,2022,2,20,Burkina Faso,Nord,Tangaye,communications,antenna,Looting/property destruction,arson,burned,"Property destruction: On 20 February 2022, presumed JNIM militants burned telecommunications antennas in the town of Tangaye (Tangaye, Yatenga).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,13.5407,-2.5458,"13.5407,-2.5458",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,,,,,
BFA,Burkina Faso,GID_1,NAME_1,2022,2,20,Burkina Faso,Nord,Tangaye,communications,antenna,Looting/property destruction,arson,burned,"Property destruction: On 20 February 2022, presumed JNIM militants burned telecommunications antennas in the town of Tangaye (Tangaye, Yatenga).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,13.5407,-2.5458,"13.5407,-2.5458",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,,,,,
BFA,Burkina Faso,GID_1,NAME_1,2021,8,6,Burkina Faso,Sahel,Mansila,communications,antenna,Looting/property destruction,ransacking,unknown,"Property destruction: On 6 August 2021, presumed JNIM militants vandalized a telecommunications antenna in the commune of Mansila (Mansila, Yagha).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,13.165,0.639,"13.165,0.639",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,,,,,
BFA,Burkina Faso,GID_1,NAME_1,2021,8,6,Burkina Faso,Sahel,Mansila,communications,antenna,Looting/property destruction,ransacking,unknown,"Property destruction: On 6 August 2021, presumed JNIM militants vandalized a telecommunications antenna in the commune of Mansila (Mansila, Yagha).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,13.165,0.639,"13.165,0.639",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,,,,,
BFA,Burkina Faso,GID_1,NAME_1,2021,8,6,Burkina Faso,Sahel,Mansila,communications,antenna,Looting/property destruction,ransacking,unknown,"Property destruction: On 6 August 2021, presumed JNIM militants vandalized a telecommunications antenna in the commune of Mansila (Mansila, Yagha).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,13.165,0.639,"13.165,0.639",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,,,,,
BFA,Burkina Faso,GID_1,NAME_1,2022,9,14,Burkina Faso,Boucle du Mouhoun,Diontala,communications,installation,Looting/property destruction,destruction,destroyed,"Property destruction: On 14 September 2022, overnight presumed JNIM militants destroyed telecommunications installations in the village of Diontala (Kouka, Banwa).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,11.7638,-4.458,"11.7638,-4.458",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,,,,,
BFA,Burkina Faso,GID_1,NAME_1,2022,9,14,Burkina Faso,Boucle du Mouhoun,Diontala,communications,installation,Looting/property destruction,destruction,destroyed,"Property destruction: On 14 September 2022, overnight presumed JNIM militants destroyed telecommunications installations in the village of Diontala (Kouka, Banwa).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,11.7638,-4.458,"11.7638,-4.458",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,,,,,
BFA,Burkina Faso,GID_1,NAME_1,2022,9,14,Burkina Faso,Boucle du Mouhoun,Diontala,communications,installation,Looting/property destruction,destruction,destroyed,"Property destruction: On 14 September 2022, overnight presumed JNIM militants destroyed telecommunications installations in the village of Diontala (Kouka, Banwa).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,11.7638,-4.458,"11.7638,-4.458",Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,,,,,
