radio,mcc,net,area,cell,unit,lon,lat,GID_0
UMTS,613,2,3001,9914109,0,-1.5373992919922,12.28889465332,BFA
UMTS,613,2,3001,9912751,0,-1.508431,12.384479,BFA
UMTS,613,2,3001,9912710,0,-1.521778,12.367258,BFA
UMTS,613,2,3001,9912978,0,-1.488674,12.364682,BFA
UMTS,613,2,3001,9912741,0,-1.5387725830078,12.346572875977,BFA
UMTS,613,2,3001,9914059,0,-1.5016937255859,12.411117553711,BFA
UMTS,613,2,3001,9914079,0,-1.5703582763672,12.401504516602,BFA
UMTS,613,2,3002,9973185,0,-4.292908,11.15799,BFA
UMTS,613,2,3001,9914218,0,-1.463068,12.38144,BFA
UMTS,613,2,3002,9973573,0,-4.327379,11.191095,BFA
UMTS,613,2,3001,9914169,0,-1.529212,12.396569,BFA
UMTS,613,2,3001,9914268,0,-1.502609,12.305374,BFA
UMTS,613,2,3002,9973574,0,-4.32713,11.178762,BFA
UMTS,613,2,3001,9914167,0,-1.522716,12.402232,BFA
UMTS,613,2,3002,9971963,0,-4.2935943603516,11.171035766602,BFA
UMTS,613,2,3002,9973575,0,-4.344256,11.178056,BFA
UMTS,613,2,3002,9971705,0,-3.175805,10.33353,BFA
UMTS,613,2,3002,9971695,0,-4.298636,11.188241,BFA
UMTS,613,2,3002,9975164,0,-3.447647,12.478958,BFA
UMTS,613,2,3002,9976244,0,-3.536214,11.458528,BFA
UMTS,613,2,3003,9908518,0,-0.371101,11.784647,BFA
UMTS,613,2,3002,9975163,0,-3.4531402587891,12.479782104492,BFA
UMTS,613,2,3003,9906958,0,0.243652,12.83859,BFA
UMTS,613,2,3002,9974574,0,-4.979782,10.206528,BFA
UMTS,613,2,3002,9974767,0,-4.295904,11.203247,BFA
UMTS,613,2,3003,9906508,0,-0.37147521972656,11.78352355957,BFA
UMTS,613,2,3002,9974764,0,-4.293981,11.201432,BFA
UMTS,613,2,3002,9974793,0,-4.265785,11.165543,BFA
UMTS,613,2,3002,9977264,0,-4.2729949951172,11.188888549805,BFA
UMTS,613,2,3002,9979794,0,-4.3238067626953,11.188888549805,BFA
UMTS,613,2,3002,9974234,0,-4.3045806884766,11.16828918457,BFA
UMTS,613,2,3002,9974763,0,-4.311069,11.221563,BFA
UMTS,613,2,3002,9974394,0,-2.931965,11.748534,BFA
UMTS,613,2,3003,9906028,0,-1.8752288818359,12.641830444336,BFA
UMTS,613,2,3003,9914117,0,-2.3682403564453,12.242202758789,BFA
UMTS,613,2,3003,9912847,0,-2.3380279541016,12.27653503418,BFA
GSM,613,1,14,8592,0,0.15861511230469,11.186141967773,BFA
GSM,613,1,16,25602,0,0.079651,12.12204,BFA
GSM,613,1,14,8442,0,-0.65437316894531,11.247940063477,BFA
GSM,613,1,18,10614,0,-0.14762878417969,12.981033325195,BFA
GSM,613,1,18,9700,0,0.30830383300781,13.174667358398,BFA
GSM,613,1,18,1154,0,-0.35636901855469,12.183151245117,BFA
GSM,613,1,14,20461,0,-0.37010192871094,11.790390014648,BFA
GSM,613,1,14,18031,0,-0.379715,11.795197,BFA
GSM,613,1,14,10481,0,-0.35911560058594,11.326217651367,BFA
GSM,613,1,14,20460,0,-0.373535,11.797256,BFA
GSM,613,1,18,8191,0,-0.054932,12.153625,BFA
GSM,613,1,18,8231,0,-0.354996,12.180862,BFA
GSM,613,1,14,9960,0,-0.66261291503906,11.276779174805,BFA
GSM,613,1,18,10432,0,-0.548167,12.222074,BFA
GSM,613,1,14,8392,0,-0.44975280761719,11.775283813477,BFA
GSM,613,1,20,9520,0,-3.619309,11.35437,BFA
GSM,613,1,20,9552,0,-3.5218048095703,11.471786499023,BFA
GSM,613,1,20,10431,0,-4.2963409423828,11.205368041992,BFA
GSM,613,1,21,1175,0,-1.3382720947266,12.070541381836,BFA
GSM,613,1,20,9920,0,-3.6975860595703,11.238327026367,BFA
GSM,613,1,20,9622,0,-4.4020843505859,11.37565612793,BFA
GSM,613,1,20,9652,0,-3.2732391357422,11.544570922852,BFA
GSM,613,1,20,9400,0,-4.3965911865234,11.377029418945,BFA
GSM,613,1,20,9581,0,-4.025253,11.189713,BFA
GSM,613,1,20,9580,0,-3.902893,11.194382,BFA
GSM,613,1,20,9222,0,-4.0972137451172,11.17790222168,BFA
GSM,613,1,20,10660,0,-3.55545,11.429901,BFA
GSM,613,1,20,11011,0,-4.3087005615234,11.175155639648,BFA
GSM,613,1,20,9402,0,-4.3883514404297,11.370162963867,BFA
GSM,613,1,20,8782,0,-3.842812,11.201251,BFA
GSM,613,1,20,10980,0,-4.3430328369141,11.165542602539,BFA
GSM,613,1,20,8586,0,-4.3073272705078,11.203994750977,BFA
GSM,613,1,20,8705,0,-4.2963409423828,11.173782348633,BFA
GSM,613,1,18,20432,0,-0.42984,12.239456,BFA
GSM,613,1,20,9001,0,-3.2787322998047,11.544570922852,BFA
GSM,613,1,20,10052,0,-3.202515,11.617356,BFA
GSM,613,1,23,9611,0,-4.0807342529297,12.180404663086,BFA
GSM,613,1,23,9211,0,-3.8143157958984,12.406997680664,BFA
GSM,613,1,21,1541,0,-1.382902,12.184526,BFA
GSM,613,1,21,25632,0,-1.074875,11.668167,BFA
GSM,613,1,23,8092,0,-2.9587554931641,12.350692749023,BFA
GSM,613,1,24,9270,0,-4.4144439697266,10.99250793457,BFA
GSM,613,1,22,9462,0,-3.182602,10.347061,BFA
GSM,613,1,24,9241,0,-4.9912261962891,10.425338745117,BFA
GSM,613,1,25,25040,0,-1.6541290283203,12.86018371582,BFA
GSM,613,1,26,18222,0,0.74913024902344,11.092758178711,BFA
GSM,613,1,28,7192,0,-2.394333,12.245979,BFA
GSM,613,1,26,8221,0,0.75599670410156,11.095504760742,BFA
GSM,613,1,26,8132,0,0.385895,12.066834,BFA
GSM,613,1,26,1352,0,0.344009,12.071915,BFA
GSM,613,1,24,10680,0,-4.9253082275391,10.300369262695,BFA
GSM,613,1,26,8372,0,0.15861511230469,11.186141967773,BFA
GSM,613,1,25,8531,0,-1.226692,12.4609,BFA
GSM,613,1,27,19212,0,1.01349,12.36992,BFA
GSM,613,1,25,1602,0,-1.275925,12.47731,BFA
GSM,613,1,28,7071,0,-2.8255462646484,11.775283813477,BFA
GSM,613,1,26,1351,0,0.346756,12.068669,BFA
GSM,613,1,25,10588,0,-1.265259,12.490769,BFA
GSM,613,1,27,19210,0,1.0649871826172,12.379531860352,BFA
GSM,613,1,25,25060,0,-1.6541290283203,12.858810424805,BFA
GSM,613,1,28,7051,0,-2.1732330322266,12.325973510742,BFA
GSM,613,1,28,7721,0,-2.2597503662109,12.04719543457,BFA
GSM,613,1,28,8220,0,-2.4657440185547,12.312240600586,BFA
GSM,613,1,28,8036,0,-2.3860931396484,12.253189086914,BFA
GSM,613,1,29,25353,0,-1.08309,13.077663,BFA
GSM,613,1,28,8001,0,-2.3600006103516,12.221603393555,BFA
GSM,613,1,28,7590,0,-2.3256683349609,12.608871459961,BFA
GSM,613,1,28,7220,0,-1.959915,12.192765,BFA
GSM,613,1,28,8200,0,-2.7719879150391,11.78352355957,BFA
GSM,613,1,28,8241,0,-2.1375274658203,12.16667175293,BFA
GSM,613,1,28,7651,0,-2.2130584716797,12.16667175293,BFA
GSM,613,1,28,7602,0,-2.3146820068359,12.25456237793,BFA
GSM,613,1,30,7861,0,-2.377853,13.355255,BFA
GSM,613,1,30,7645,0,-2.4231719970703,13.581161499023,BFA
GSM,613,1,29,25358,0,-1.08284,13.077736,BFA
GSM,613,1,30,7270,0,-2.4190521240234,13.570175170898,BFA
GSM,613,1,38,8021,0,-2.4039459228516,12.24494934082,BFA
GSM,613,1,30,7644,0,-2.4231719970703,13.586654663086,BFA
GSM,613,1,30,7871,0,-2.5769805908203,12.943954467773,BFA
GSM,613,1,30,7640,0,-2.4259185791016,13.631973266602,BFA
GSM,613,1,30,7881,0,-2.3476409912109,13.132095336914,BFA
GSM,613,1,30,7956,0,-2.4080657958984,13.548202514648,BFA
GSM,613,1,38,7452,0,-2.7074432373047,12.448196411133,BFA
GSM,613,1,38,7242,0,-2.598131,11.857408,BFA
GSM,613,1,30,7275,0,-2.415619,13.561249,BFA
GSM,613,1,38,7742,0,-2.3284149169922,11.996383666992,BFA
GSM,613,1,30,7612,0,-2.4176788330078,13.785781860352,BFA
GSM,613,1,30,7311,0,-2.3366546630859,13.137588500977,BFA
GSM,613,1,30,7951,0,-2.4080657958984,13.548202514648,BFA
GSM,613,1,40,1495,0,-1.54335,12.361221,BFA
GSM,613,1,40,20330,0,-1.5552520751953,12.453689575195,BFA
GSM,613,1,41,2175,0,-1.522018,12.339981,BFA
GSM,613,1,41,2176,0,-1.529617,12.318924,BFA
GSM,613,1,41,2181,0,-1.5758514404297,12.335586547852,BFA
GSM,613,1,41,2136,0,-1.5525054931641,12.324600219727,BFA
GSM,613,1,40,3355,0,-1.606064,12.378159,BFA
GSM,613,1,40,3372,0,-1.5579986572266,12.38639831543,BFA
GSM,613,1,41,2002,0,-1.6005706787109,12.33283996582,BFA
GSM,613,1,41,1180,0,-1.531734,12.309151,BFA
GSM,613,1,41,2242,0,-1.6513824462891,12.317733764648,BFA
GSM,613,1,40,19074,0,-1.5552520751953,12.45231628418,BFA
GSM,613,1,41,2034,0,-1.552849,12.324257,BFA
GSM,613,1,40,3121,0,-1.5552520751953,12.453689575195,BFA
GSM,613,1,40,1445,0,-1.542892,12.357952,BFA
GSM,613,1,41,19095,0,-1.5525054931641,12.324600219727,BFA
GSM,613,1,41,19094,0,-1.568985,12.339249,BFA
GSM,613,1,50,3611,0,-1.4879608154297,12.375411987305,BFA
GSM,613,1,41,19160,0,-1.576538,12.3349,BFA
GSM,613,1,45,10172,0,-1.8175506591797,12.207870483398,BFA
GSM,613,1,50,1106,0,-1.447277,12.386398,BFA
GSM,613,1,50,3286,0,-1.4838409423828,12.375411987305,BFA
GSM,613,1,50,1104,0,-1.435432,12.398758,BFA
GSM,613,1,50,1135,0,-1.4893341064453,12.356185913086,BFA
GSM,613,1,50,2255,0,-1.4673614501953,12.371292114258,BFA
GSM,613,1,50,1112,0,-1.476563,12.393265,BFA
GSM,613,1,14,8660,0,-0.35499572753906,11.501998901367,BFA
GSM,613,1,14,1550,0,-0.427779,11.786272,BFA
GSM,613,1,18,8232,0,-0.360146,12.183495,BFA
GSM,613,1,18,9321,0,-0.142136,12.735901,BFA
GSM,613,1,14,18391,0,-0.39894104003906,11.773910522461,BFA
GSM,613,1,16,8672,0,-0.052185,12.154312,BFA
GSM,613,1,14,8362,0,0.15861511230469,11.186141967773,BFA
GSM,613,1,14,8350,0,0.15861511230469,11.186141967773,BFA
GSM,613,1,14,10452,0,-0.36872863769531,11.784896850586,BFA
GSM,613,1,14,8111,0,-0.35499572753906,11.501998901367,BFA
GSM,613,1,18,10010,0,-1.240768,12.474976,BFA
GSM,613,1,18,18010,0,0.015792846679688,12.14469909668,BFA
GSM,613,1,14,10462,0,-0.37147521972656,11.790390014648,BFA
GSM,613,1,16,25600,0,0.080338,12.12204,BFA
GSM,613,1,14,8441,0,-0.64201354980469,11.202621459961,BFA
GSM,613,1,18,1300,0,-0.14762878417969,12.981033325195,BFA
GSM,613,1,20,9921,0,-3.7044525146484,11.235580444336,BFA
GSM,613,1,20,9550,0,-3.4792327880859,11.515731811523,BFA
GSM,613,1,20,9582,0,-4.033356,11.190262,BFA
GSM,613,1,20,8772,0,-4.3622589111328,11.346817016602,BFA
GSM,613,1,20,8640,0,-4.3087005615234,11.175155639648,BFA
GSM,613,1,20,8562,0,-4.3087005615234,11.175155639648,BFA
GSM,613,1,20,10581,0,-2.8337860107422,11.784896850586,BFA
GSM,613,1,20,11002,0,-4.3032073974609,11.173782348633,BFA
GSM,613,1,20,10464,0,-4.2784881591797,11.183395385742,BFA
GSM,613,1,20,10852,0,-3.9969635009766,10.969161987305,BFA
GSM,613,1,20,10220,0,-3.980949,11.216365,BFA
GSM,613,1,20,11072,0,-4.2414093017578,11.044692993164,BFA
GSM,613,1,18,18341,0,-0.429611,12.239914,BFA
GSM,613,1,20,11070,0,-4.2015838623047,11.132583618164,BFA
GSM,613,1,20,7372,0,-3.0960845947266,11.669540405273,BFA
GSM,613,1,23,7521,0,-2.8639984130859,12.512741088867,BFA
GSM,613,1,21,25119,0,-1.1350250244141,11.164169311523,BFA
GSM,613,1,21,25116,0,-1.1940765380859,11.518478393555,BFA
GSM,613,1,22,10612,0,-2.8557586669922,10.75080871582,BFA
GSM,613,1,21,25630,0,-1.073776,11.668716,BFA
GSM,613,1,21,10616,0,-1.2297821044922,11.635208129883,BFA
GSM,613,1,23,7790,0,-3.1125640869141,12.610244750977,BFA
GSM,613,1,21,1542,0,-1.404877,12.220917,BFA
GSM,613,1,21,4270,0,-1.7969512939453,12.216110229492,BFA
GSM,613,1,21,25112,0,-1.2833404541016,11.933212280273,BFA
GSM,613,1,21,10618,0,-1.2146759033203,11.602249145508,BFA
GSM,613,1,22,10902,0,-3.2032012939453,10.485763549805,BFA
GSM,613,1,22,9262,0,-3.2801055908203,10.822219848633,BFA
GSM,613,1,23,8761,0,-4.0807342529297,12.180404663086,BFA
GSM,613,1,24,9271,0,-4.4171905517578,10.989761352539,BFA
GSM,613,1,26,8152,0,0.370274,12.066422,BFA
GSM,613,1,24,10682,0,-4.9047088623047,10.286636352539,BFA
GSM,613,1,26,8142,0,0.342789,12.06955,BFA
GSM,613,1,28,7031,0,-2.6222991943359,12.542953491211,BFA
GSM,613,1,25,8530,0,-1.101035,12.391549,BFA
GSM,613,1,26,18220,0,0.76423645019531,11.098251342773,BFA
GSM,613,1,24,10092,0,-4.4734954833984,10.94856262207,BFA
GSM,613,1,26,18162,0,0.348914,12.067403,BFA
GSM,613,1,25,1690,0,-1.26091,12.497177,BFA
GSM,613,1,24,10091,0,-4.4528961181641,10.954055786133,BFA
GSM,613,1,26,18160,0,0.392624,12.066422,BFA
GSM,613,1,24,10512,0,-4.7797393798828,11.05842590332,BFA
GSM,613,1,28,3012,0,-1.899948,12.195511,BFA
GSM,613,1,24,10482,0,-4.7344207763672,11.072158813477,BFA
GSM,613,1,26,8150,0,0.381677,12.063283,BFA
GSM,613,1,27,9011,0,1.3217926025391,12.411117553711,BFA
GSM,613,1,25,7132,0,-1.244889,12.546158,BFA
GSM,613,1,24,10710,0,-4.8030853271484,10.469284057617,BFA
GSM,613,1,28,7451,0,-2.6154327392578,12.50862121582,BFA
GSM,613,1,28,8050,0,-2.2528839111328,12.23258972168,BFA
GSM,613,1,28,8035,0,-2.372818,12.24678,BFA
GSM,613,1,28,8242,0,-2.2034454345703,12.206497192383,BFA
GSM,613,1,28,7672,0,-2.1732330322266,12.325973510742,BFA
GSM,613,1,28,7941,0,-2.3407745361328,12.251815795898,BFA
GSM,613,1,28,11160,0,-2.5220489501953,11.920852661133,BFA
GSM,613,1,28,7350,0,-2.2679901123047,12.036209106445,BFA
GSM,613,1,28,8202,0,-2.9203033447266,11.754684448242,BFA
GSM,613,1,29,25201,0,-1.083023,13.077072,BFA
GSM,613,1,30,7812,0,-2.381973,13.414307,BFA
GSM,613,1,30,7310,0,-2.3531341552734,13.174667358398,BFA
GSM,613,1,30,7955,0,-2.4080657958984,13.548202514648,BFA
GSM,613,1,40,1252,0,-1.6527557373047,12.316360473633,BFA
GSM,613,1,30,8272,0,-2.4231719970703,13.612747192383,BFA
GSM,613,1,30,7860,0,-2.381973,13.377914,BFA
GSM,613,1,30,7272,0,-2.4176788330078,13.577041625977,BFA
GSM,613,1,30,7850,0,-2.4176788330078,13.567428588867,BFA
GSM,613,1,38,7352,0,-2.2446441650391,12.052688598633,BFA
GSM,613,1,38,7351,0,-2.2295379638672,12.059555053711,BFA
GSM,613,1,38,7232,0,-2.541962,12.393951,BFA
GSM,613,1,30,7982,0,-2.4259185791016,13.794021606445,BFA
GSM,613,1,30,7642,0,-2.4300384521484,13.586654663086,BFA
GSM,613,1,30,7611,0,-2.4163055419922,13.822860717773,BFA
GSM,613,1,38,7490,0,-2.345582,11.986085,BFA
GSM,613,1,38,7200,0,-2.7912139892578,11.78352355957,BFA
GSM,613,1,30,8271,0,-2.4231719970703,13.593521118164,BFA
GSM,613,1,30,7641,0,-2.419052,13.569489,BFA
GSM,613,1,40,1491,0,-1.5428924560547,12.360305786133,BFA
GSM,613,1,40,20302,0,-1.620483,12.454384,BFA
GSM,613,1,41,2184,0,-1.566925,12.3452,BFA
GSM,613,1,41,2322,0,-1.62941,12.325974,BFA
GSM,613,1,41,2272,0,-1.561202,12.269898,BFA
GSM,613,1,41,2185,0,-1.547356,12.352066,BFA
GSM,613,1,41,2191,0,-1.648636,12.311554,BFA
GSM,613,1,40,1612,0,-1.74717,12.432747,BFA
GSM,613,1,41,2192,0,-1.666489,12.30629,BFA
GSM,613,1,41,2010,0,-1.5593719482422,12.349319458008,BFA
GSM,613,1,40,1625,0,-1.526642,12.368546,BFA
GSM,613,1,41,30565,0,-1.530257,12.30817,BFA
GSM,613,1,50,3006,0,-1.4934539794922,12.375411987305,BFA
GSM,613,1,50,1116,0,-1.472683,12.391892,BFA
GSM,613,1,41,20524,0,-1.565552,12.345886,BFA
GSM,613,1,50,2065,0,-1.4824676513672,12.363052368164,BFA
GSM,613,1,50,5402,0,-1.4989471435547,12.367172241211,BFA
GSM,613,1,50,3004,0,-1.4714813232422,12.380905151367,BFA
GSM,613,1,50,1091,0,-1.428592,12.392842,BFA
GSM,613,1,41,20520,0,-1.5676116943359,12.343826293945,BFA
GSM,613,1,41,19162,0,-1.62323,12.294388,BFA
GSM,613,1,41,30564,0,-1.540146,12.320481,BFA
GSM,613,1,41,30560,0,-1.532593,12.317047,BFA
GSM,613,1,18,10491,0,-0.430527,12.190018,BFA
GSM,613,1,14,18390,0,-0.37284851074219,11.795883178711,BFA
GSM,613,1,18,8501,0,-0.078964233398438,12.158432006836,BFA
GSM,613,1,14,25022,0,-0.65162658691406,11.735458374023,BFA
GSM,613,1,14,8032,0,-0.39482116699219,11.789016723633,BFA
GSM,613,1,14,8391,0,-0.37696838378906,11.778030395508,BFA
GSM,613,1,18,10530,0,-0.42915344238281,12.190017700195,BFA
GSM,613,1,14,8751,0,-0.66261291503906,11.276779174805,BFA
GSM,613,1,14,8110,0,-0.35499572753906,11.501998901367,BFA
GSM,613,1,18,1302,0,-0.14762878417969,12.981033325195,BFA
GSM,613,1,20,8661,0,-4.3087005615234,11.175155639648,BFA
GSM,613,1,20,10662,0,-3.582916,11.401749,BFA
GSM,613,1,20,8670,0,-4.0285491943359,11.187515258789,BFA
GSM,613,1,20,8622,0,-4.3485260009766,11.161422729492,BFA
GSM,613,1,18,20430,0,-0.429611,12.239914,BFA
GSM,613,1,20,9401,0,-4.3526458740234,11.335830688477,BFA
GSM,613,1,21,1166,0,-1.2545013427734,11.778030395508,BFA
GSM,613,1,20,9551,0,-3.541718,11.449127,BFA
GSM,613,1,20,7370,0,-2.8420257568359,11.769790649414,BFA
GSM,613,1,20,8685,0,-4.3114471435547,11.175155639648,BFA
GSM,613,1,21,1173,0,-1.3341522216797,12.05680847168,BFA
GSM,613,1,20,10981,0,-4.3485260009766,11.161422729492,BFA
GSM,613,1,20,8582,0,-4.3073272705078,11.203994750977,BFA
GSM,613,1,20,9620,0,-4.3897247314453,11.37565612793,BFA
GSM,613,1,20,10371,0,-3.4531402587891,11.51985168457,BFA
GSM,613,1,20,10121,0,-4.4089508056641,11.377029418945,BFA
GSM,613,1,20,9701,0,-4.0972137451172,11.17790222168,BFA
GSM,613,1,20,10661,0,-3.6330413818359,11.348190307617,BFA
GSM,613,1,20,11012,0,-4.3087005615234,11.175155639648,BFA
GSM,613,1,20,10412,0,-4.2922210693359,11.19987487793,BFA
GSM,613,1,23,9610,0,-4.0807342529297,12.181777954102,BFA
GSM,613,1,23,10561,0,-4.0807342529297,12.185897827148,BFA
GSM,613,1,23,9612,0,-4.0807342529297,12.181777954102,BFA
GSM,613,1,21,8002,0,-1.1377716064453,11.166915893555,BFA
GSM,613,1,22,10602,0,-3.1977081298828,10.260543823242,BFA
GSM,613,1,24,9862,0,-4.8332977294922,10.993881225586,BFA
GSM,613,1,21,8116,0,-1.1927032470703,11.547317504883,BFA
GSM,613,1,24,9290,0,-4.9733734130859,10.208358764648,BFA
GSM,613,1,21,25114,0,-1.3396453857422,12.071914672852,BFA
GSM,613,1,23,7152,0,-3.3652496337891,11.999130249023,BFA
GSM,613,1,21,25120,0,-1.1501312255859,11.153182983398,BFA
GSM,613,1,23,10590,0,-3.9008331298828,12.264175415039,BFA
GSM,613,1,23,10591,0,-3.9585113525391,12.221603393555,BFA
GSM,613,1,23,10592,0,-4.0189361572266,12.203750610352,BFA
GSM,613,1,28,7070,0,-2.6937103271484,11.800003051758,BFA
GSM,613,1,25,10587,0,-1.273727,12.476212,BFA
GSM,613,1,26,8690,0,0.64064025878906,12.03483581543,BFA
GSM,613,1,25,25001,0,-1.9438934326172,12.77229309082,BFA
GSM,613,1,26,10611,0,0.75736999511719,12.051315307617,BFA
GSM,613,1,26,8692,0,0.55274963378906,12.022476196289,BFA
GSM,613,1,28,3011,0,-1.8985748291016,12.194137573242,BFA
GSM,613,1,27,19202,0,1.7914581298828,12.074661254883,BFA
GSM,613,1,26,11352,0,0.33577,12.076035,BFA
GSM,613,1,24,10201,0,-4.9857330322266,10.676651000977,BFA
GSM,613,1,26,1156,0,0.350784,12.067062,BFA
GSM,613,1,28,3010,0,-1.834854,12.205399,BFA
GSM,613,1,25,25042,0,-1.6541290283203,12.86018371582,BFA
GSM,613,1,27,10030,0,0.96885681152344,12.247695922852,BFA
GSM,613,1,26,11351,0,0.344925,12.069626,BFA
GSM,613,1,27,10060,0,1.1666107177734,12.390518188477,BFA
GSM,613,1,28,7072,0,-2.7088165283203,11.795883178711,BFA
GSM,613,1,26,8120,0,0.219498,12.108536,BFA
GSM,613,1,28,7671,0,-2.2103118896484,12.22297668457,BFA
GSM,613,1,29,25200,0,-1.0828399658203,13.077163696289,BFA
GSM,613,1,28,7934,0,-2.3957061767578,12.242202758789,BFA
GSM,613,1,28,8034,0,-2.36412,12.244949,BFA
GSM,613,1,28,7761,0,-2.3641204833984,12.593765258789,BFA
GSM,613,1,28,7230,0,-2.4561309814453,12.306747436523,BFA
GSM,613,1,28,7194,0,-2.3668670654297,12.25456237793,BFA
GSM,613,1,28,11522,0,-2.191775,12.075351,BFA
GSM,613,1,28,7221,0,-2.061997,12.146072,BFA
GSM,613,1,28,7540,0,-2.3627471923828,12.490768432617,BFA
GSM,613,1,29,4072,0,-1.08284,13.07725,BFA
GSM,613,1,29,7551,0,-0.39756774902344,13.542709350586,BFA
GSM,613,1,28,8011,0,-2.4011993408203,12.24494934082,BFA
GSM,613,1,28,8030,0,-2.3805999755859,12.253189086914,BFA
GSM,613,1,29,15001,0,-1.086136,13.075516,BFA
GSM,613,1,28,7935,0,-2.3970794677734,12.242202758789,BFA
GSM,613,1,28,7932,0,-2.402115,12.244034,BFA
GSM,613,1,28,7542,0,-2.3421478271484,12.445449829102,BFA
GSM,613,1,38,8201,0,-2.702639,11.795885,BFA
GSM,613,1,30,7731,0,-2.4149322509766,13.839340209961,BFA
GSM,613,1,38,7491,0,-2.390215,11.957246,BFA
GSM,613,1,30,7621,0,-2.3586273193359,13.219985961914,BFA
GSM,613,1,30,7950,0,-2.4231719970703,13.63883972168,BFA
GSM,613,1,40,1010,0,-1.7173,12.479782,BFA
GSM,613,1,38,11170,0,-2.4011993408203,11.953811645508,BFA
GSM,613,1,40,5421,0,-1.5470123291016,12.353439331055,BFA
GSM,613,1,40,3122,0,-1.569443,12.454606,BFA
GSM,613,1,40,2001,0,-1.591873,12.337875,BFA
GSM,613,1,41,2135,0,-1.531781,12.315986,BFA
GSM,613,1,41,2012,0,-1.5731048583984,12.34245300293,BFA
GSM,613,1,41,2024,0,-1.555939,12.347946,BFA
GSM,613,1,40,19070,0,-1.5552520751953,12.453689575195,BFA
GSM,613,1,40,1621,0,-1.5346527099609,12.363052368164,BFA
GSM,613,1,40,1446,0,-1.5497589111328,12.35481262207,BFA
GSM,613,1,41,19090,0,-1.571732,12.338791,BFA
GSM,613,1,41,2026,0,-1.55278,12.326523,BFA
GSM,613,1,40,1444,0,-1.5442657470703,12.358932495117,BFA
GSM,613,1,41,20312,0,-1.598168,12.275506,BFA
GSM,613,1,50,3026,0,-1.427747,12.394321,BFA
GSM,613,1,50,1111,0,-1.468407,12.395152,BFA
GSM,613,1,41,20566,0,-1.580658,12.33078,BFA
GSM,613,1,50,3610,0,-1.4975738525391,12.374038696289,BFA
GSM,613,1,41,20562,0,-1.583405,12.32872,BFA
GSM,613,1,50,2066,0,-1.4838409423828,12.361679077148,BFA
GSM,613,1,50,2080,0,-1.477572,12.390458,BFA
GSM,613,1,50,1131,0,-1.4907073974609,12.356185913086,BFA
GSM,613,1,50,3280,0,-1.4769744873047,12.37678527832,BFA
GSM,613,1,14,8351,0,0.15861511230469,11.186141967773,BFA
GSM,613,1,16,25601,0,0.10643,12.110367,BFA
GSM,613,1,14,20452,0,-0.36735534667969,11.782150268555,BFA
GSM,613,1,18,9071,0,-0.14762878417969,12.981033325195,BFA
GSM,613,1,18,10430,0,-0.423202,12.23259,BFA
GSM,613,1,14,8000,0,-0.35911560058594,11.326217651367,BFA
GSM,613,1,11,7304,0,-2.2940826416016,13.034591674805,BFA
GSM,613,1,14,8750,0,-0.65711975097656,11.258926391602,BFA
GSM,613,1,14,18392,0,-0.38520812988281,11.804122924805,BFA
GSM,613,1,18,8342,0,-0.429153,12.200089,BFA
GSM,613,1,14,8710,0,-0.492599,11.797537,BFA
GSM,613,1,18,18011,0,0.089264,12.117233,BFA
GSM,613,1,18,8230,0,-0.348816,12.183151,BFA
GSM,613,1,18,8510,0,-0.475159,12.194824,BFA
GSM,613,1,14,18032,0,-0.39482116699219,11.789016723633,BFA
GSM,613,1,20,10520,0,-4.0175628662109,11.187515258789,BFA
GSM,613,1,20,7661,0,-2.9312896728516,11.751937866211,BFA
GSM,613,1,20,8652,0,-4.2455291748047,11.003494262695,BFA
GSM,613,1,20,9650,0,-3.212357,11.584854,BFA
GSM,613,1,20,8781,0,-3.755951,11.216354,BFA
GSM,613,1,20,8630,0,-4.3485260009766,11.161422729492,BFA
GSM,613,1,20,8581,0,-4.2935943603516,11.206741333008,BFA
GSM,613,1,20,10051,0,-3.082352,11.692886,BFA
GSM,613,1,20,8706,0,-4.3087005615234,11.175155639648,BFA
GSM,613,1,22,9042,0,-3.2416534423828,11.558303833008,BFA
GSM,613,1,23,7791,0,-3.0768585205078,12.575912475586,BFA
GSM,613,1,23,9212,0,-3.8170623779297,12.402877807617,BFA
GSM,613,1,21,25118,0,-1.1363983154297,11.165542602539,BFA
GSM,613,1,24,9791,0,-5.1038360595703,10.454177856445,BFA
GSM,613,1,23,7522,0,-2.8969573974609,12.534713745117,BFA
GSM,613,1,21,4231,0,-1.07872,11.669541,BFA
GSM,613,1,23,9322,0,-3.296585,11.959992,BFA
GSM,613,1,23,11071,0,-3.5259246826172,12.401504516602,BFA
GSM,613,1,23,7481,0,-3.2196807861328,12.603378295898,BFA
GSM,613,1,22,9050,0,-3.2004547119141,10.478897094727,BFA
GSM,613,1,23,10272,0,-4.3292999267578,13.107376098633,BFA
GSM,613,1,28,7191,0,-2.334595,12.274132,BFA
GSM,613,1,27,1322,0,1.7900848388672,12.073287963867,BFA
GSM,613,1,26,8140,0,0.361943,12.065614,BFA
GSM,613,1,28,7052,0,-2.1732330322266,12.325973510742,BFA
GSM,613,1,28,7190,0,-2.356567,12.247009,BFA
GSM,613,1,24,10712,0,-4.7756195068359,10.480270385742,BFA
GSM,613,1,26,8691,0,0.58296203613281,12.019729614258,BFA
GSM,613,1,26,8330,0,0.87684631347656,12.126846313477,BFA
