space_time_id,pop,rwi,error,wealth
2022_7_4_-2.7283_13.2395,28.928806758388333,-0.275,0.286,14464.403379194167
2022_7_4_-2.7283_13.2395,10.092326054642449,-0.275,0.286,5046.163027321224
2022_7_4_-2.7283_13.2395,0.059052914328869,-0.491,0.284,23.6211657315476
2022_7_4_-2.7283_13.2395,20.169359996050147,-0.491,0.284,8067.743998420059
2022_7_4_-2.7283_13.2395,50.17641966447332,-0.491,0.284,20070.56786578933
2022_7_4_-2.7283_13.2395,36.09647999148282,-0.645,0.286,10828.943997444847
2022_7_4_-2.7283_13.2395,25.97222064322875,-0.645,0.286,7791.666192968624
2022_7_4_-2.7283_13.2395,24.37412955021956,-0.645,0.286,7312.238865065869
2022_7_4_-2.7283_13.2395,24.568328260259083,-0.645,0.286,7370.498478077725
2022_7_4_-2.7283_13.2395,23.547570468831704,-0.559,0.285,9419.028187532682
2022_7_4_-2.7283_13.2395,23.86363855389962,-0.559,0.285,9545.455421559847
2022_7_4_-2.7283_13.2395,24.32391793444094,-0.559,0.285,9729.567173776375
2022_7_4_-2.7283_13.2395,14.959784769433249,-0.65,0.289,4487.935430829974
2022_7_4_-2.7283_13.2395,1.488479416134105,-0.65,0.289,446.54382484023154
2022_7_4_-2.7283_13.2395,9.628824673124928,-0.491,0.284,3851.5298692499714
2022_7_4_-2.7283_13.2395,34.36495929935131,-0.645,0.286,10309.487789805393
2022_7_4_-2.7283_13.2395,24.30044410424164,-0.645,0.286,7290.133231272493
2022_7_4_-2.7283_13.2395,21.130906416149685,-0.645,0.286,6339.271924844906
2022_7_4_-2.7283_13.2395,20.80439795490992,-0.51,0.286,8321.759181963967
2022_7_4_-2.7283_13.2395,22.15017980586336,-0.51,0.286,8860.071922345343
2022_7_4_-2.7283_13.2395,25.070227291346463,-0.352,0.287,12535.113645673231
2022_7_4_-2.7283_13.2395,9.501038885064531,-0.352,0.287,4750.519442532266
2022_7_4_-2.7283_13.2395,2.439059015870329,-0.645,0.286,731.7177047610987
2022_7_4_-2.7283_13.2395,16.804563982881884,-0.645,0.286,5041.3691948645655
2022_7_4_-2.7283_13.2395,15.452006151827709,-0.51,0.286,6180.802460731084
2022_7_4_-2.7283_13.2395,12.017698425367414,-0.51,0.286,4807.079370146966
2022_7_4_-2.7283_13.2395,8.297464204939393,-0.51,0.286,3318.9856819757574
2022_7_4_-2.7283_13.2395,2.514016985698303,-0.352,0.287,1257.0084928491515
2022_1_30_-1.0309_13.2438,5.490339678656457,-0.495,0.318,2196.1358714625826
2022_1_30_-1.0309_13.2438,24.382509907865657,-0.495,0.318,9753.003963146262
2022_1_30_-1.0309_13.2438,39.9343564151143,-0.985,0.3,15973.742566045721
2022_1_30_-1.0309_13.2438,59.52233699714159,-0.985,0.3,23808.934798856637
2022_1_30_-1.0309_13.2438,73.76636527837971,-0.661,0.3,22129.909583513912
2022_1_30_-1.0309_13.2438,54.18634781482418,-0.661,0.3,16255.904344447254
2022_1_30_-1.0309_13.2438,29.94063070807045,-0.661,0.3,8982.189212421135
2022_1_30_-1.0309_13.2438,16.026987562444454,-0.346,0.301,8013.493781222227
2022_1_30_-1.0309_13.2438,2.867448087376494,-0.346,0.301,1433.724043688247
2022_1_30_-1.0309_13.2438,23.31084982727863,-0.492,0.324,9324.339930911452
2022_1_30_-1.0309_13.2438,76.56634809160107,-0.453,0.316,30626.539236640427
2022_1_30_-1.0309_13.2438,65.92240289280859,-0.453,0.316,26368.961157123438
2022_1_30_-1.0309_13.2438,53.5493807074396,-0.453,0.316,21419.75228297584
2022_1_30_-1.0309_13.2438,51.59937862347305,-0.741,0.301,15479.813587041916
2022_1_30_-1.0309_13.2438,54.81603817471735,-0.741,0.301,16444.811452415204
2022_1_30_-1.0309_13.2438,60.20886767932606,-0.741,0.301,18062.66030379782
2022_1_30_-1.0309_13.2438,53.84743839660029,-0.661,0.3,16154.231518980087
2022_1_30_-1.0309_13.2438,43.39510390788635,-0.661,0.3,13018.531172365905
2022_1_30_-1.0309_13.2438,44.01538047293304,-0.346,0.301,22007.69023646652
2022_1_30_-1.0309_13.2438,45.40112512705387,-0.346,0.301,22700.56256352693
2022_1_30_-1.0309_13.2438,25.781153168347867,-0.088,0.3,15468.69190100872
2022_1_30_-1.0309_13.2438,3.354174769990394,-0.088,0.3,2012.5048619942365
2022_1_30_-1.0309_13.2438,47.377754552494736,-0.492,0.324,18951.101820997894
2022_1_30_-1.0309_13.2438,136.15303294513654,-0.492,0.324,54461.21317805462
2022_1_30_-1.0309_13.2438,101.12621874985926,-0.453,0.316,40450.4874999437
2022_1_30_-1.0309_13.2438,62.546267628655954,-0.453,0.316,25018.50705146238
2022_1_30_-1.0309_13.2438,54.45940347368588,-0.453,0.316,21783.76138947435
2022_1_30_-1.0309_13.2438,47.07926174959251,-0.741,0.301,14123.778524877753
2022_1_30_-1.0309_13.2438,44.83802618271484,-0.741,0.301,13451.407854814452
2022_1_30_-1.0309_13.2438,49.99373866338666,-0.741,0.301,14998.121599015998
2022_1_30_-1.0309_13.2438,52.36320762516181,-0.226,0.301,26181.603812580906
2022_1_30_-1.0309_13.2438,44.272315619894734,-0.226,0.301,22136.157809947366
2022_1_30_-1.0309_13.2438,44.29536949674525,-0.407,0.301,17718.1477986981
2022_1_30_-1.0309_13.2438,45.529770677792406,-0.407,0.301,18211.90827111696
2022_1_30_-1.0309_13.2438,46.77932521189793,-0.088,0.3,28067.595127138757
2022_1_30_-1.0309_13.2438,43.37106828717346,-0.088,0.3,26022.640972304074
2022_1_30_-1.0309_13.2438,12.25448808276692,-0.088,0.3,7352.692849660152
2022_1_30_-1.0309_13.2438,45.370956555479495,-0.26,0.303,22685.47827773975
2022_1_30_-1.0309_13.2438,195.2794636785761,-0.26,0.303,97639.73183928804
2022_1_30_-1.0309_13.2438,144.0299866327292,-0.26,0.303,72014.99331636459
2022_1_30_-1.0309_13.2438,88.67663152168895,-0.269,0.327,44338.315760844474
2022_1_30_-1.0309_13.2438,62.24784633231155,-0.269,0.327,31123.923166155775
2022_1_30_-1.0309_13.2438,58.04852844064301,-0.269,0.327,29024.264220321507
2022_1_30_-1.0309_13.2438,51.35934257247125,-0.39,0.301,25679.671286235625
2022_1_30_-1.0309_13.2438,57.19191443903625,-0.39,0.301,28595.957219518128
2022_1_30_-1.0309_13.2438,66.86875162530221,-0.226,0.301,33434.3758126511
2022_1_30_-1.0309_13.2438,67.04740796440835,-0.226,0.301,33523.70398220418
2022_1_30_-1.0309_13.2438,53.54636643138404,-0.226,0.301,26773.183215692017
2022_1_30_-1.0309_13.2438,44.21087275469908,-0.407,0.301,17684.349101879634
2022_1_30_-1.0309_13.2438,45.291530751521975,-0.407,0.301,18116.61230060879
2022_1_30_-1.0309_13.2438,44.567251030778735,-0.442,0.3,17826.900412311494
2022_1_30_-1.0309_13.2438,45.94060290683166,-0.442,0.3,18376.241162732662
2022_1_30_-1.0309_13.2438,47.04912660824426,-0.442,0.3,18819.650643297704
2022_1_30_-1.0309_13.2438,15.84446910204412,-0.685,0.303,4753.340730613237
2022_1_30_-1.0309_13.2438,40.14368705117547,-0.492,0.303,16057.474820470188
2022_1_30_-1.0309_13.2438,132.0249242749843,-0.26,0.303,66012.46213749216
2022_1_30_-1.0309_13.2438,211.99710030934077,-0.26,0.303,105998.55015467039
2022_1_30_-1.0309_13.2438,148.1126237345476,-0.26,0.303,74056.3118672738
2022_1_30_-1.0309_13.2438,86.78242467807975,-0.269,0.327,43391.21233903988
2022_1_30_-1.0309_13.2438,62.24848576037073,-0.269,0.327,31124.242880185364
2022_1_30_-1.0309_13.2438,58.74884842003588,-0.269,0.327,29374.42421001794
2022_1_30_-1.0309_13.2438,62.479150345672274,-0.39,0.301,31239.575172836136
2022_1_30_-1.0309_13.2438,79.09218843365137,-0.39,0.301,39546.09421682569
2022_1_30_-1.0309_13.2438,106.0106868452929,-0.226,0.301,53005.343422646445
2022_1_30_-1.0309_13.2438,92.15707615059304,-0.226,0.301,46078.53807529652
2022_1_30_-1.0309_13.2438,58.49876782828507,-0.226,0.301,29249.383914142534
2022_1_30_-1.0309_13.2438,45.97482637719262,-0.407,0.301,18389.93055087705
2022_1_30_-1.0309_13.2438,53.49195792757208,-0.407,0.301,21396.783171028834
2022_1_30_-1.0309_13.2438,55.66626730301424,-0.442,0.3,22266.506921205695
2022_1_30_-1.0309_13.2438,48.23174148264658,-0.442,0.3,19292.69659305863
2022_1_30_-1.0309_13.2438,46.36862791869924,-0.442,0.3,18547.451167479696
2022_1_30_-1.0309_13.2438,48.49763035702224,-0.685,0.303,14549.289107106672
2022_1_30_-1.0309_13.2438,9.31065570963219,-0.685,0.303,2793.196712889657
2022_1_30_-1.0309_13.2438,6.235929125255721,-0.492,0.303,2494.371650102288
2022_1_30_-1.0309_13.2438,118.94555155134042,-0.492,0.303,47578.220620536165
2022_1_30_-1.0309_13.2438,106.15410329962693,-0.26,0.303,53077.05164981346
2022_1_30_-1.0309_13.2438,123.99121438599477,-0.26,0.303,61995.607192997384
2022_1_30_-1.0309_13.2438,106.724346253447,-0.26,0.303,53362.1731267235
2022_1_30_-1.0309_13.2438,75.4587890713462,-0.269,0.327,37729.3945356731
2022_1_30_-1.0309_13.2438,63.510064378486106,-0.269,0.327,31755.032189243055
2022_1_30_-1.0309_13.2438,59.22866498099635,-0.269,0.327,29614.332490498175
2022_1_30_-1.0309_13.2438,65.66238764558152,-0.39,0.301,32831.19382279076
2022_1_30_-1.0309_13.2438,81.21170658724066,-0.39,0.301,40605.85329362033
2022_1_30_-1.0309_13.2438,112.1580575105918,-0.226,0.301,56079.0287552959
2022_1_30_-1.0309_13.2438,109.84972342412668,-0.226,0.301,54924.86171206334
2022_1_30_-1.0309_13.2438,64.72624177593083,-0.226,0.301,32363.120887965415
2022_1_30_-1.0309_13.2438,55.28735109011835,-0.407,0.301,22114.940436047338
2022_1_30_-1.0309_13.2438,67.56341111884778,-0.407,0.301,27025.364447539112
2022_1_30_-1.0309_13.2438,70.6010482256745,-0.442,0.3,28240.4192902698
2022_1_30_-1.0309_13.2438,59.52558879849796,-0.442,0.3,23810.235519399183
2022_1_30_-1.0309_13.2438,49.91030051237773,-0.442,0.3,19964.120204951094
2022_1_30_-1.0309_13.2438,59.37259349570526,-0.685,0.303,17811.778048711578
2022_1_30_-1.0309_13.2438,54.36282662591457,-0.685,0.303,16308.847987774372
2022_1_30_-1.0309_13.2438,0.367262711925097,-0.685,0.303,110.17881357752911
2022_1_30_-1.0309_13.2438,72.66581585329978,-0.635,0.307,21799.744755989934
2022_1_30_-1.0309_13.2438,87.91791535284803,-0.635,0.307,26375.37460585441
2022_1_30_-1.0309_13.2438,64.41032199239139,-0.23,0.318,32205.160996195693
2022_1_30_-1.0309_13.2438,83.4026817473705,-0.23,0.318,41701.34087368524
2022_1_30_-1.0309_13.2438,94.37425195376836,-0.23,0.318,47187.125976884185
2022_1_30_-1.0309_13.2438,97.2035526162282,-0.396,0.306,48601.776308114095
2022_1_30_-1.0309_13.2438,86.64226072154203,-0.396,0.306,43321.130360771014
2022_1_30_-1.0309_13.2438,69.379432599595,-0.396,0.306,34689.7162997975
2022_1_30_-1.0309_13.2438,62.59725599782399,-0.564,0.307,25038.902399129598
2022_1_30_-1.0309_13.2438,65.75411686320666,-0.564,0.307,26301.646745282666
2022_1_30_-1.0309_13.2438,87.1443033811319,-0.537,0.317,34857.72135245276
2022_1_30_-1.0309_13.2438,84.97455517453811,-0.537,0.317,33989.82206981524
2022_1_30_-1.0309_13.2438,58.7787649423077,-0.537,0.317,23511.50597692308
2022_1_30_-1.0309_13.2438,58.02851398924052,-0.548,0.3,23211.405595696207
2022_1_30_-1.0309_13.2438,71.70596879218998,-0.548,0.3,28682.38751687599
2022_1_30_-1.0309_13.2438,76.37363253843165,-0.407,0.302,30549.45301537266
2022_1_30_-1.0309_13.2438,61.79181691492897,-0.407,0.302,24716.726765971587
2022_1_30_-1.0309_13.2438,51.96212358618966,-0.407,0.302,20784.849434475866
2022_1_30_-1.0309_13.2438,65.41118277593436,-0.627,0.302,19623.35483278031
2022_1_30_-1.0309_13.2438,81.55708706902074,-0.627,0.302,24467.12612070622
2022_1_30_-1.0309_13.2438,27.859775305184225,-0.627,0.302,8357.932591555267
2022_1_30_-1.0309_13.2438,103.47048441944293,-0.635,0.307,31041.145325832877
2022_1_30_-1.0309_13.2438,81.38485115278114,-0.635,0.307,24415.45534583434
2022_1_30_-1.0309_13.2438,55.84058532694324,-0.23,0.318,27920.29266347162
2022_1_30_-1.0309_13.2438,92.0514581534254,-0.23,0.318,46025.7290767127
2022_1_30_-1.0309_13.2438,113.66892747874644,-0.23,0.318,56834.46373937322
2022_1_30_-1.0309_13.2438,181.680563656126,-0.396,0.306,90840.281828063
2022_1_30_-1.0309_13.2438,162.4140441811675,-0.396,0.306,81207.02209058375
2022_1_30_-1.0309_13.2438,84.74728558551466,-0.396,0.306,42373.64279275733
2022_1_30_-1.0309_13.2438,65.99914976668097,-0.564,0.307,26399.65990667239
2022_1_30_-1.0309_13.2438,60.31871128208477,-0.564,0.307,24127.484512833908
2022_1_30_-1.0309_13.2438,62.3875779105999,-0.537,0.317,24955.03116423996
2022_1_30_-1.0309_13.2438,60.429501985278485,-0.537,0.317,24171.800794111394
2022_1_30_-1.0309_13.2438,52.303566493979616,-0.537,0.317,20921.426597591846
2022_1_30_-1.0309_13.2438,51.400808443138025,-0.548,0.3,20560.32337725521
2022_1_30_-1.0309_13.2438,62.4582656711181,-0.548,0.3,24983.30626844724
2022_1_30_-1.0309_13.2438,62.50540433611357,-0.407,0.302,25002.161734445428
2022_1_30_-1.0309_13.2438,55.35386579409276,-0.407,0.302,22141.546317637105
2022_1_30_-1.0309_13.2438,48.15781602124779,-0.407,0.302,19263.126408499116
2022_1_30_-1.0309_13.2438,57.59124572974597,-0.627,0.302,17277.37371892379
2022_1_30_-1.0309_13.2438,68.41324573080354,-0.627,0.302,20523.97371924106
2022_1_30_-1.0309_13.2438,58.983640773509954,-0.627,0.302,17695.092232052986
2022_1_30_-1.0309_13.2438,6.498421554222634,-0.644,0.313,1949.52646626679
2022_1_30_-1.0309_13.2438,144.1024678359241,-0.635,0.307,43230.74035077723
2022_1_30_-1.0309_13.2438,119.77493017555044,-0.635,0.307,35932.479052665134
2022_1_30_-1.0309_13.2438,85.08725639319074,-0.23,0.318,42543.62819659537
2022_1_30_-1.0309_13.2438,121.87493021002314,-0.23,0.318,60937.46510501157
2022_1_30_-1.0309_13.2438,151.92574304553156,-0.23,0.318,75962.87152276578
2022_1_30_-1.0309_13.2438,220.04367543744908,-0.396,0.306,110021.83771872454
2022_1_30_-1.0309_13.2438,191.23945810876435,-0.396,0.306,95619.72905438217
2022_1_30_-1.0309_13.2438,114.65560925970456,-0.396,0.306,57327.80462985228
2022_1_30_-1.0309_13.2438,105.2722741662878,-0.564,0.307,42108.90966651512
2022_1_30_-1.0309_13.2438,76.28829793549193,-0.564,0.307,30515.31917419677
2022_1_30_-1.0309_13.2438,59.5830102096897,-0.537,0.317,23833.20408387588
2022_1_30_-1.0309_13.2438,53.64682812060642,-0.537,0.317,21458.73124824257
2022_1_30_-1.0309_13.2438,55.56315353221787,-0.537,0.317,22225.261412887146
2022_1_30_-1.0309_13.2438,50.270471752425074,-0.548,0.3,20108.18870097003
2022_1_30_-1.0309_13.2438,48.10925021637963,-0.548,0.3,19243.700086551853
2022_1_30_-1.0309_13.2438,49.3072179350817,-0.407,0.302,19722.88717403268
2022_1_30_-1.0309_13.2438,46.08792547758815,-0.407,0.302,18435.17019103526
2022_1_30_-1.0309_13.2438,47.94668878213864,-0.407,0.302,19178.675512855454
2022_1_30_-1.0309_13.2438,47.84674515299904,-0.627,0.302,14354.023545899712
2022_1_30_-1.0309_13.2438,52.79632749955732,-0.627,0.302,15838.898249867196
2022_1_30_-1.0309_13.2438,59.761520088302895,-0.627,0.302,17928.45602649087
2022_1_30_-1.0309_13.2438,1.134456320858392,-0.605,0.299,340.3368962575176
2022_1_30_-1.0309_13.2438,17.627482668782616,-0.644,0.313,5288.244800634785
2022_1_30_-1.0309_13.2438,96.08297036894989,-0.127,0.309,57649.78222136993
2022_1_30_-1.0309_13.2438,118.80801635736438,-0.127,0.309,71284.80981441862
2022_1_30_-1.0309_13.2438,130.0005907526265,-0.222,0.305,65000.29537631325
2022_1_30_-1.0309_13.2438,174.0021652669453,-0.222,0.305,87001.08263347264
2022_1_30_-1.0309_13.2438,139.4782259131926,-0.222,0.305,69739.1129565963
2022_1_30_-1.0309_13.2438,175.50534580205442,-0.543,0.313,70202.13832082177
2022_1_30_-1.0309_13.2438,117.89303044928778,-0.543,0.313,47157.21217971511
2022_1_30_-1.0309_13.2438,123.69172750411438,-0.543,0.313,49476.691001645755
2022_1_30_-1.0309_13.2438,165.70425148752273,-0.484,0.303,66281.7005950091
2022_1_30_-1.0309_13.2438,114.02916603572888,-0.484,0.303,45611.666414291554
2022_1_30_-1.0309_13.2438,76.15027385554417,-0.379,0.3,38075.13692777209
2022_1_30_-1.0309_13.2438,63.6616976363143,-0.379,0.3,31830.848818157152
2022_1_30_-1.0309_13.2438,61.99450090259727,-0.379,0.3,30997.250451298634
2022_1_30_-1.0309_13.2438,57.32467993752725,-0.693,0.318,17197.403981258176
2022_1_30_-1.0309_13.2438,49.51764108972667,-0.693,0.318,14855.292326918003
2022_1_30_-1.0309_13.2438,46.70784853651828,-0.693,0.318,14012.354560955484
2022_1_30_-1.0309_13.2438,46.08113546475649,-0.407,0.302,18432.454185902596
2022_1_30_-1.0309_13.2438,46.98560223886405,0.096,0.301,32889.92156720483
2022_1_30_-1.0309_13.2438,48.90913330337301,0.096,0.301,34236.393312361106
2022_1_30_-1.0309_13.2438,48.183724516114346,0.096,0.301,33728.607161280044
2022_1_30_-1.0309_13.2438,57.52021643947724,0.096,0.301,40264.151507634066
2022_1_30_-1.0309_13.2438,10.14504520998587,-0.351,0.3,5072.522604992935
2022_1_30_-1.0309_13.2438,25.62626376899069,-0.644,0.313,7687.879130697207
2022_1_30_-1.0309_13.2438,75.02438644668,-0.127,0.309,45014.631868008
2022_1_30_-1.0309_13.2438,76.88462095893135,-0.127,0.309,46130.77257535881
2022_1_30_-1.0309_13.2438,92.78785346173149,-0.222,0.305,46393.92673086574
2022_1_30_-1.0309_13.2438,117.9807920843851,-0.222,0.305,58990.39604219255
2022_1_30_-1.0309_13.2438,119.5916787110664,-0.222,0.305,59795.83935553319
2022_1_30_-1.0309_13.2438,86.7559387111408,-0.543,0.313,34702.37548445632
2022_1_30_-1.0309_13.2438,81.21006617637252,-0.543,0.313,32484.026470549008
2022_1_30_-1.0309_13.2438,91.49014907435937,-0.543,0.313,36596.059629743744
2022_1_30_-1.0309_13.2438,114.40239901372938,-0.484,0.303,45760.95960549175
2022_1_30_-1.0309_13.2438,116.76197681380972,-0.484,0.303,46704.79072552389
2022_1_30_-1.0309_13.2438,106.3940272499118,-0.379,0.3,53197.0136249559
2022_1_30_-1.0309_13.2438,97.45035809644016,-0.379,0.3,48725.179048220074
2022_1_30_-1.0309_13.2438,90.67055482334862,-0.379,0.3,45335.27741167431
2022_1_30_-1.0309_13.2438,70.1670804626103,-0.693,0.318,21050.12413878309
2022_1_30_-1.0309_13.2438,57.64979367407791,-0.693,0.318,17294.938102223372
2022_1_30_-1.0309_13.2438,47.111884468847066,-0.693,0.318,14133.56534065412
2022_1_30_-1.0309_13.2438,46.03951926225969,-0.693,0.318,13811.855778677906
2022_1_30_-1.0309_13.2438,42.90828705364103,0.096,0.301,30035.800937548724
2022_1_30_-1.0309_13.2438,47.34768171867649,0.096,0.301,33143.37720307354
2022_1_30_-1.0309_13.2438,48.6644642410372,0.096,0.301,34065.12496872604
2022_1_30_-1.0309_13.2438,53.87445435502227,0.096,0.301,37712.11804851559
2022_1_30_-1.0309_13.2438,13.850152754609368,-0.351,0.3,6925.076377304684
2022_1_30_-1.0309_13.2438,30.51427511636612,0.139,0.311,21359.992581456285
2022_1_30_-1.0309_13.2438,87.68280548706687,-0.078,0.315,52609.68329224012
2022_1_30_-1.0309_13.2438,83.91088680392151,-0.078,0.315,50346.53208235291
2022_1_30_-1.0309_13.2438,80.13805758159293,-0.462,0.329,32055.223032637172
2022_1_30_-1.0309_13.2438,83.14544035345409,-0.462,0.329,33258.176141381635
2022_1_30_-1.0309_13.2438,84.59329882562508,-0.462,0.329,33837.31953025003
2022_1_30_-1.0309_13.2438,73.82773101902728,-0.242,0.324,36913.86550951364
2022_1_30_-1.0309_13.2438,62.88999711474619,-0.242,0.324,31444.998557373092
2022_1_30_-1.0309_13.2438,62.95831453241446,-0.242,0.324,31479.157266207232
2022_1_30_-1.0309_13.2438,74.87068957830576,-0.664,0.321,22461.206873491727
2022_1_30_-1.0309_13.2438,103.74736735791078,-0.664,0.321,31124.21020737323
2022_1_30_-1.0309_13.2438,116.061600441352,-0.314,0.32,58030.800220676
2022_1_30_-1.0309_13.2438,164.73048633644046,-0.314,0.32,82365.24316822023
2022_1_30_-1.0309_13.2438,143.26855170116866,-0.314,0.32,71634.27585058434
2022_1_30_-1.0309_13.2438,96.32899554631555,-0.693,0.318,28898.698663894666
2022_1_30_-1.0309_13.2438,66.74055265963851,-0.693,0.318,20022.165797891554
2022_1_30_-1.0309_13.2438,46.651407599435714,-0.693,0.318,13995.422279830715
2022_1_30_-1.0309_13.2438,45.54342979775208,-0.693,0.318,13663.028939325624
2022_1_30_-1.0309_13.2438,42.18120316149587,-0.53,0.303,16872.481264598347
2022_1_30_-1.0309_13.2438,41.0021560903845,-0.53,0.303,16400.862436153802
2022_1_30_-1.0309_13.2438,45.641424048059086,-0.53,0.303,18256.569619223636
2022_1_30_-1.0309_13.2438,46.929577319878135,-0.53,0.303,18771.830927951254
2022_1_30_-1.0309_13.2438,9.97763215678441,-0.474,0.301,3991.0528627137637
2022_1_30_-1.0309_13.2438,18.36166361468267,0.139,0.311,12853.164530277869
2022_1_30_-1.0309_13.2438,112.74616720551084,-0.078,0.315,67647.7003233065
2022_1_30_-1.0309_13.2438,102.16520721021428,-0.078,0.315,61299.12432612856
2022_1_30_-1.0309_13.2438,103.21242634812592,-0.462,0.329,41284.97053925037
2022_1_30_-1.0309_13.2438,84.14853270948205,-0.462,0.329,33659.413083792824
2022_1_30_-1.0309_13.2438,75.4644172559717,-0.462,0.329,30185.766902388677
2022_1_30_-1.0309_13.2438,67.52956224213526,-0.242,0.324,33764.78112106763
2022_1_30_-1.0309_13.2438,64.16049364213985,-0.242,0.324,32080.246821069926
2022_1_30_-1.0309_13.2438,68.10604197803865,-0.242,0.324,34053.02098901932
2022_1_30_-1.0309_13.2438,73.46234496259302,-0.664,0.321,22038.70348877791
2022_1_30_-1.0309_13.2438,82.94783563827983,-0.664,0.321,24884.35069148395
2022_1_30_-1.0309_13.2438,100.77054494814028,-0.314,0.32,50385.272474070145
2022_1_30_-1.0309_13.2438,123.18201245249328,-0.314,0.32,61591.00622624664
2022_1_30_-1.0309_13.2438,123.9771894754848,-0.314,0.32,61988.5947377424
2022_1_30_-1.0309_13.2438,88.37355980262531,-0.314,0.32,44186.77990131266
2022_1_30_-1.0309_13.2438,66.5615842818618,-0.366,0.302,33280.7921409309
2022_1_30_-1.0309_13.2438,47.03419146626779,-0.682,0.301,14110.257439880337
2022_1_30_-1.0309_13.2438,45.16025463235852,-0.682,0.301,13548.076389707558
2022_1_30_-1.0309_13.2438,41.5247511458774,-0.53,0.303,16609.90045835096
2022_1_30_-1.0309_13.2438,42.23254637488962,-0.53,0.303,16893.01854995585
2022_1_30_-1.0309_13.2438,44.9564694436424,-0.53,0.303,17982.58777745696
2022_1_30_-1.0309_13.2438,46.48572596445719,-0.53,0.303,18594.290385782875
2022_1_30_-1.0309_13.2438,2.533215151467716,-0.474,0.301,1013.2860605870864
2022_1_30_-1.0309_13.2438,0.249584303611181,0.139,0.311,174.7090125278267
2022_1_30_-1.0309_13.2438,66.23008546157945,-0.078,0.315,39738.05127694767
2022_1_30_-1.0309_13.2438,109.42680184331944,-0.078,0.315,65656.08110599166
2022_1_30_-1.0309_13.2438,97.5912560589019,-0.462,0.329,39036.50242356076
2022_1_30_-1.0309_13.2438,80.40112131238116,-0.462,0.329,32160.448524952466
2022_1_30_-1.0309_13.2438,65.09470261789716,-0.462,0.329,26037.881047158862
2022_1_30_-1.0309_13.2438,57.27964756752179,-0.242,0.324,28639.823783760898
2022_1_30_-1.0309_13.2438,60.11200638471004,-0.242,0.324,30056.00319235502
2022_1_30_-1.0309_13.2438,72.67214342458851,-0.242,0.324,36336.07171229426
2022_1_30_-1.0309_13.2438,87.47676793843009,-0.664,0.321,26243.030381529024
2022_1_30_-1.0309_13.2438,93.70885432460912,-0.664,0.321,28112.656297382735
2022_1_30_-1.0309_13.2438,91.138928677559,-0.314,0.32,45569.4643387795
2022_1_30_-1.0309_13.2438,90.49829013852464,-0.314,0.32,45249.14506926232
2022_1_30_-1.0309_13.2438,99.524002979225,-0.314,0.32,49762.0014896125
2022_1_30_-1.0309_13.2438,82.50806607273626,-0.366,0.302,41254.03303636813
2022_1_30_-1.0309_13.2438,65.33663319661215,-0.366,0.302,32668.31659830608
2022_1_30_-1.0309_13.2438,47.846152346522814,-0.682,0.301,14353.845703956844
2022_1_30_-1.0309_13.2438,45.218725023676114,-0.682,0.301,13565.617507102834
2022_1_30_-1.0309_13.2438,47.2847016947024,-0.682,0.301,14185.41050841072
2022_1_30_-1.0309_13.2438,56.42186365486033,-0.53,0.303,22568.745461944134
2022_1_30_-1.0309_13.2438,57.7433231143912,-0.53,0.303,23097.329245756482
2022_1_30_-1.0309_13.2438,45.794660775100496,-0.53,0.303,18317.864310040197
2022_1_30_-1.0309_13.2438,7.931038774956094,-0.664,0.307,2379.3116324868283
2022_1_30_-1.0309_13.2438,85.41076870045649,-0.664,0.307,25623.230610136947
2022_1_30_-1.0309_13.2438,86.49219130054324,-0.623,0.337,25947.65739016297
2022_1_30_-1.0309_13.2438,76.11003363796482,-0.623,0.337,22833.010091389446
2022_1_30_-1.0309_13.2438,70.63312877069107,-0.623,0.337,21189.938631207322
2022_1_30_-1.0309_13.2438,64.34917100594714,-0.348,0.306,32174.585502973572
2022_1_30_-1.0309_13.2438,62.951178073156285,-0.348,0.306,31475.58903657814
2022_1_30_-1.0309_13.2438,74.72647970151272,-0.348,0.306,37363.239850756356
2022_1_30_-1.0309_13.2438,86.0368469964112,-0.588,0.306,34414.73879856448
2022_1_30_-1.0309_13.2438,95.88360856288762,-0.588,0.306,38353.44342515505
2022_1_30_-1.0309_13.2438,88.59304840847264,-0.379,0.303,44296.52420423632
2022_1_30_-1.0309_13.2438,83.47005069259075,-0.379,0.303,41735.02534629537
2022_1_30_-1.0309_13.2438,77.86612177294106,-0.379,0.303,38933.06088647053
2022_1_30_-1.0309_13.2438,70.6446341082718,-0.366,0.302,35322.3170541359
2022_1_30_-1.0309_13.2438,59.23746281827157,-0.366,0.302,29618.731409135784
2022_1_30_-1.0309_13.2438,47.08609648480608,-0.682,0.301,14125.828945441823
2022_1_30_-1.0309_13.2438,44.28826275139991,-0.682,0.301,13286.478825419974
2022_1_30_-1.0309_13.2438,56.39942109971575,-0.682,0.301,16919.826329914726
2022_1_30_-1.0309_13.2438,70.29894120140987,-0.344,0.298,35149.47060070494
2022_1_30_-1.0309_13.2438,73.42794117277595,-0.344,0.298,36713.97058638797
2022_1_30_-1.0309_13.2438,33.32938185829572,-0.344,0.298,16664.69092914786
2022_1_30_-1.0309_13.2438,26.66023759721976,-0.664,0.307,7998.071279165928
2022_1_30_-1.0309_13.2438,82.12459869635887,-0.623,0.337,24637.37960890766
2022_1_30_-1.0309_13.2438,86.20674737660777,-0.623,0.337,25862.02421298233
